93387
#term	doc freq	idx
0	336	0
0.0	6	1
0.00	2	2
0.000001	1	3
0.00003	5	4
0.003	5	5
0.005	2	6
0.00875	4	7
0.01	67	8
0.014	3	9
0.015	7	10
0.016	1	11
0.0175	4	12
0.02	28	13
0.025	27	14
0.0254	1	15
0.02mg	1	16
0.03	28	17
0.030	1	18
0.0338	1	19
0.035	2	20
0.0352	1	21
0.037	5	22
0.03mg	1	23
0.04	12	24
0.041	1	25
0.045	3	26
0.05	133	27
0.06	15	28
0.07	15	29
0.0745	4	30
0.075	8	31
0.08	5	32
0.083	7	33
0.09	9	34
0.1	252	35
0.10	12	36
0.112	5	37
0.12	19	38
0.125	20	39
0.125mg	6	40
0.13	102	41
0.14	5	42
0.15	51	43
0.15mg	5	44
0.15ml	5	45
0.16	19	46
0.17	15	47
0.18	19	48
0.19	6	49
0.1mg	11	50
0.1unit	9	51
0.2	193	52
0.20	27	53
0.21	20	54
0.215	10	55
0.22	13	56
0.23	15	57
0.24	20	58
0.25	147	59
0.250	7	60
0.25gm	3	61
0.25mg	27	62
0.25x	3	63
0.26	9	64
0.27	7	65
0.28	10	66
0.29	1	67
0.2mg	3	68
0.2ml	1	69
0.3	181	70
0.30	21	71
0.31	7	72
0.31mg	7	73
0.32	9	74
0.33	8	75
0.34	5	76
0.35	15	77
0.35mg	3	78
0.36	6	79
0.375mg	6	80
0.38	6	81
0.39	2	82
0.3mg	8	83
0.3ml	9	84
0.4	107	85
0.40	14	86
0.42	8	87
0.43	21	88
0.451mg	1	89
0.46	2	90
0.47	22	91
0.48	9	92
0.4mg	4	93
0.5	512	94
0.50	33	95
0.51	2	96
0.52	6	97
0.53	26	98
0.55	8	99
0.57	10	100
0.58	9	101
0.5cc	2	102
0.5mg	30	103
0.5ml	1	104
0.5mm	2	105
0.5x	3	106
0.6	115	107
0.60	32	108
0.61	6	109
0.62	12	110
0.625	12	111
0.625mg	2	112
0.63	23	113
0.63mg	7	114
0.65	3	115
0.66	5	116
0.67	29	117
0.68	12	118
0.6cm	8	119
0.6g	4	120
0.7	35	121
0.70	11	122
0.71	3	123
0.72	9	124
0.73	17	125
0.74	5	126
0.75	40	127
0.75mg	7	128
0.76	7	129
0.77	26	130
0.79	3	131
0.8	101	132
0.80	13	133
0.81	1	134
0.83	22	135
0.84	5	136
0.85	7	137
0.85mm	3	138
0.86	1	139
0.87	16	140
0.88	3	141
0.89	1	142
0.8g	4	143
0.9	52	144
0.90	17	145
0.91	1	146
0.9144	1	147
0.92	7	148
0.93	20	149
0.94	2	150
0.95	8	151
0.96	3	152
0.97	13	153
0.98	4	154
0.983	4	155
00	130	156
00.0	3	157
000	7	158
0004	1	159
001	16	160
0010	2	161
0012	2	162
002	4	163
003	4	164
004	1	165
005.9	6	166
006	5	167
006.9	1	168
0066	1	169
007	2	170
0070072728	1	171
0070164436	1	172
0070344582	1	173
0071388753	1	174
00c	2	175
01	17	176
010	9	177
012	9	178
013	1	179
013.0	3	180
013.00	3	181
013.2	3	182
013.20	3	183
013.9	3	184
013.90	3	185
0140047433	1	186
015.0	1	187
015.00	1	188
0157	10	189
017	1	190
018	1	191
018.0	1	192
018.00	1	193
018.9	1	194
018.90	1	195
0198506732	3	196
02	30	197
0201	6	198
02165	1	199
025	1	200
03	14	201
030	8	202
0301	4	203
0302	6	204
0312167636	1	205
