63005
#term	doc freq	idx
0	40	0
00	40	1
00.08.08	2	2
000	12	3
0001	6	4
0002	1	5
000212	1	6
000213	1	7
0003	2	8
0004	1	9
000403	3	10
0005	1	11
000533	1	12
000550	2	13
000707	1	14
0008	2	15
0009	1	16
001	72	17
0010	1	18
001191	1	19
001192	3	20
001194	2	21
0012	1	22
0013	1	23
0016	2	24
001683	1	25
0017	2	26
001713	3	27
0019	1	28
002	124	29
002113	1	30
0023	1	31
0024	1	32
0025	1	33
0026	2	34
0029	2	35
003	1	36
0030	1	37
0031	1	38
0032	1	39
0033	2	40
0034	2	41
0035	2	42
0037	4	43
0038	1	44
0039	2	45
0044	1	46
0048	1	47
0049	1	48
005	105	49
0050	1	50
0051	1	51
0053	1	52
0055	1	53
0056	1	54
006	4	55
0061	3	56
0062	2	57
006330	1	58
006333	1	59
0067	1	60
0068	2	61
007	5	62
0070	2	63
0072	1	64
0075	1	65
008	4	66
0084	4	67
0091	1	68
0093	1	69
0096	2	70
0098	2	71
0099	1	72
00am	2	73
01	93	74
010	3	75
0101	1	76
01041	1	77
01045	1	78
0105	1	79
0106	1	80
0107	1	81
0108	1	82
011	7	83
0111	1	84
01112	1	85
01118	2	86
01119	1	87
0118	6	88
0121	1	89
0124	1	90
013	142	91
0131	1	92
0134	1	93
0135	1	94
0136	2	95
014	3	96
015	4	97
0151	1	98
015380	1	99
0161	1	100
01683	1	101
017	2	102
0173	2	103
018113	1	104
018603	1	105
0188	3	106
02	44	107
020020	2	108
020021	2	109
02120	1	110
0215	2	111
0218	1	112
022	2	113
02210	1	114
0225	1	115
0240	1	116
025	1	117
02502	2	118
02503	2	119
02504	2	120
02505	2	121
02506	2	122
02507	2	123
0254	1	124
026	2	125
0262	1	126
02668	1	127
0267	1	128
0274	1	129
0276	1	130
0277	1	131
0278	1	132
02855	1	133
02856	1	134
02857	1	135
02858	1	136
02859	1	137
02860	1	138
02861	1	139
02862	1	140
0297	1	141
0299	1	142
03	13	143
03.01.07	2	144
03008	1	145
0315	2	146
0325	1	147
033	1	148
0331	1	149
