61177
#term	doc freq	idx
0	1322	0
0,000	77	1
0,000.00	4	2
0,406	1	3
0,446	18	4
0,446.00	1	5
0.0	4	6
0.00	194	7
0.01	1	8
0.025	1	9
0.11	1	10
0.3495	3	11
0.4601	4	12
0.5	2	13
0.7917	3	14
0.7fte	1	15
0.9million	1	16
00	528	17
00.00	1	18
000	2753	19
000,000	2	20
000.0	17	21
000.00	463	22
000.000	4	23
000.0k	101	24
0000	44	25
0000.00	4	26
00000	1	27
0000000312_675217	1	28
0000001640_438522	2	29
000002	2	30
00000_464156	3	31
00002kza_686698	1	32
00002ll2_685106	1	33
00002lpe_686294	1	34
000030	6	35
000031	1	36
000033	6	37
00005	1	38
00007	1	39
0001	4	40
00010	5	41
00017028_859778	1	42
00017080_501533	3	43
00017080_511183	2	44
00017302_922272	6	45
000173601_610860	1	46
00017360_428798	1	47
00017398_610812	1	48
00017847_966508	1	49
00017905_488526	4	50
00017916_481230	1	51
00018063_704197	4	52
00018310_511448	1	53
00019399_384047	1	54
00019399_385553	1	55
00020523_433693	1	56
00020_492631	1	57
00022	1	58
00031	1	59
000364	1	60
000369	3	61
00039_093862	1	62
0004	2	63
000404	1	64
00041_586499	5	65
00042_586174	6	66
00044_433761	1	67
000505	2	68
000523	1	69
000635	1	70
000754	1	71
000basic	1	72
000circa	1	73
000k	18	74
000ote	7	75
000p.a	1	76
000pa	26	77
000package	3	78
000per	1	79
000to	1	80
001	11	81
0010	3	82
001179	2	83
0011915	2	84
001193	2	85
001632	1	86
001651	1	87
0017	2	88
001_179422	1	89
001_692869	1	90
002	10	91
002103346	1	92
00218373lg_674058	1	93
0022	1	94
00228	3	95
0024	7	96
002429	1	97
0027	1	98
002_499312	2	99
003	5	100
0031	7	101
0032	2	102
0035316633487	1	103
0037	3	104
0039	2	105
004	1	106
00409	1	107
0041	1	108
00412	1	109
00438	1	110
0044	21	111
005	9	112
005.50	1	113
0055	3	114
006	10	115
0064238	4	116
007	7	117
0072	2	118
008	8	119
00881	2	120
009	1	121
0096	1	122
00962_360235	1	123
00am	22	124
00c8o_594282	1	125
00ch4_595077	1	126
00cot_695959	2	127
00hrs	1	128
00ltd	1	129
00p	2	130
00ph	1	131
00pm	17	132
00wsjt03_382988	1	133
01	219	134
01.04.001	1	135
01.04.13	5	136
010	4	137
01015j	2	138
01042r	1	139
0107715	4	140
011	8	141
0113	59	142
01132	3	143
01132002250	1	144
01133570175	8	145
01133570176	3	146
01133671200	1	147
0114	22	148
01142380012	16	149
01142435128	12	150
0115	44	151
01158712989	1	152
01159452828	4	153
0116	18	154
01162167000	4	155
01162167017	4	156
0117	210	157
01172	1	158
01173	1	159
01173178103	5	160
01179	2	161
01179227000	4	162
01179430700	3	163
01179430701	3	164
01179632772	3	165
0118	108	166
01183216583	11	167
01189	19	168
01189006750	1	169
01189320100	1	170
01189520151	1	171
01189594990	1	172
01189891557	1	173
012	1	174
0120	4	175
01202	41	176
01204	14	177
01206	3	178
01206212101	1	179
01208	1	180
01209	4	181
0121	198	182
01212146409	1	183
