27824
#term	doc freq	idx
0	455	0
0,0,4	2	1
0,1	34	2
0,2040	34	3
0,5	2	4
00	233	5
000047all.htm	1	6
0001	9	7
0002	25	8
000254	9	9
0003	4	10
000310	9	11
000331	7	12
000343	7	13
000356	7	14
0004	1	15
0008	7	16
0009	7	17
000995	7	18
0010	3	19
002003	9	20
002407	9	21
002470	9	22
0025	4	23
0026	2	24
003	10	25
003482	14	26
0036	2	27
0045	155	28
0046	1	29
0047	156	30
0049	4	31
0052	1	32
0053	2	33
0061	6	34
0070	4	35
0071	155	36
0075	5	37
0078	2	38
0079	1	39
0080	1	40
0081	2	41
0082	2	42
009	2	43
0090	100	44
0093r	5	45
0093r.pdf	5	46
0098	1	47
01	849	48
010	7	49
0100	5	50
0104	6	51
0105	162	52
0111	100	53
0117	21	54
0118	2	55
0122	1	56
0123	1	57
0129	6	58
0139	5	59
0140	1	60
0143	2	61
0149	2	62
0150	1	63
0156	3	64
0157	21	65
01583	2	66
0160	4	67
0161	10	68
0165	14	69
0167	12	70
01752	5	71
0176	159	72
01760	155	73
0179	155	74
017_hearing_instruments_enhance.cfm	3	75
0180	1	76
0181	1	77
0186	1	78
018943	7	79
0190	4	80
01923	155	81
01945	1	82
0199	156	83
01cc45f1	1	84
01f	7	85
02	725	86
0200	11	87
0202	4	88
0203	2	89
0207	4	90
020994	1	91
0210	2	92
02108	3	93
02110	6	94
02111	2	95
02114	2	96
02116	155	97
02118	1	98
0213	55	99
02135	2	100
02138	1	101
02154	3	102
0216	3	103
02210	102	104
0224	4	105
0227	23	106
0228	23	107
0230	155	108
0232	3	109
0235	1	110
0241	155	111
0244	5	112
02451	8	113
02459	4	114
0246	3	115
02461	159	116
02481	155	117
0251	1	118
0252	3	119
0257	7	120
0258	156	121
0259	1	122
0262	5	123
0263	2	124
0272	2	125
0277	1	126
028	10	127
0280	1	128
0281	1	129
0285	12	130
02886	2	131
02908	1	132
0298	1	133
03	584	134
030	10	135
0300	2	136
0301	6	137
0303	1	138
0306	2	139
0308	5	140
0333	2	141
0343	3	142
0344	1	143
035	10	144
0353	155	145
0354	155	146
0360	4	147
0370	100	148
0372	1	149
0383	6	150
0393	7	151
03_inf	2	152
03_inf.html	2	153
04	1205	154
040	10	155
0400	155	156
0406	1	157
040_hsny.cfm	3	158
0419	1	159
042	10	160
0420	1	161
0424	1	162
0436	4	163
0440	2	164
0446	1	165
0450	100	166
0457	158	167
0459	2	168
0460	157	169
04655	1	170
0466	4	171
0473	2	172
0475	6	173
0484	157	174
048b	1	175
0494	2	176
0496	2	177
0497	2	178
05	1414	179
0500	5	180
05009	1	181
0507	3	182
0508	2	183
0517	1	184
0518	10	185
0521	155	186
0525	158	187
053	10	188
05402	2	189
0541	155	190
054108e8	1	191
0548	2	192
0550	3	193
0552	1	194
0557	1	195
0559	4	196
0560	2	197
0565	2	198
0574	157	199
0585	1	200
0595	1	201
0599	7	202
06	940	203
0600	10	204
06001	155	205
0601	2	206
0605	1	207
06103	2	208
0612	1	209
06134	5	210
0617	2	211
0618	2	212
0625	7	213
0626	156	214
0630	1	215
06339	1	216
06371	1	217
064	10	218
0651	100	219
0662	56	220
0664	1	221
0665	100	222
0668	156	223
0669	158	224
0687	2	225
0688	4	226
06openinglines.pdf	5	227
07	1135	228
0700	164	229
07016	100	230
070360	4	231
0707	60	232
07078	3	233
0710	100	234
0711	1	235
0712	7	236
0714	106	237
0727	3	238
0731	8	239
0735	3	240
073d59a989afb3c49dc35ff4007e4e8e	7	241
0740	1	242
07421	4	243
0744	7	244
0746	1	245
0747	57	246
0749	155	247
0753	2	248
075b	3	249
07601	4	250
0761	6	251
07631	3	252
07670	1	253
0774	2	254
0777	1	255
0778	2	256
07801	6	257
0784	5	258
0794	5	259
08	1089	260
08002	1	261
0801	2	262
0802	1	263
08034	2	264
08061	1	265
08071	1	266
0817	2	267
0822	156	268
0823	4	269
08252011_awarenessmonth	55	270
0829	6	271
083	10	272
0831	1	273
0833	4	274
0838	2	275
08402	155	276
0854	1	277
0855	3	278
08619	1	279
0862	1	280
08625	1	281
08628	2	282
0869	156	283
0872	2	284
0873	100	285
0877	1	286
0878	1	287
0880	157	288
0881	155	289
08824	5	290
0883	1	291
08854	1	292
0892	1	293
0898	1	294
09	1235	295
090	6	296
0900	4	297
0905	1	298
0908	3	299
0909	1	300
0911	3	301
0928	2	302
0930	4	303
0931	1	304
0934	4	305
096	10	306
0960	3	307
0966	2	308
0968	3	309
0975	4	310
0979	160	311
0980	1	312
0995	5	313
0996	1	314
09pk_	1	315
1	4206	316
1,000	125	317
1,000,000	20	318
1,100	26	319
1,200	68	320
1,250	8	321
1,262	1	322
1,300	24	323
1,36	2	324
1,400	26	325
1,500	37	326
1,600	31	327
1,700	8	328
1,800	44	329
1.0	34	330
1.1	62	331
1.1332937539.1.1	5	332
1.2	34	333
1.2.10.1336579516	5	334
1.2mb	1	335
1.3	58	336
1.4	34	337
1.496166644.1332937539.1336577017.1336579516.6	5	338
1.5	69	339
1.5oz	20	340
1.6	34	341
1.7	34	342
1.8	34	343
1.800.656	36	344
10	2205	345
10,000	192	346
10,12	36	347
10,479	6	348
10.2.36	34	349
100	787	350
100,000	43	351
1000	200	352
100000	1	353
10000steps_2006fs.pdf	5	354
10001	165	355
10004	3	356
10005	156	357
10006	2	358
10007	100	359
1001	1	360
10010	158	361
10012	157	362
10013	5	363
10016	112	364
10017	168	365
10018	4	366
10019	2	367
1002	1	368
10021	3	369
10022	159	370
10024	4	371
10026	2	372
10029	5	373
10035	2	374
10036	3	375
10038	9	376
1005	167	377
10052	2	378
10053	2	379
10077	2	380
1008	2	381
10095	2	382
101	222	383
101,000	10	384
101.5	42	385
1010	165	386
10100	2	387
10101	4	388
101011	3	389
10110	3	390
10115	1	391
10118	1	392
1012	1	393
10127	2	394
10128	4	395
1013	155	396
1014	48	397
1015	15	398
10153	2	399
10159	102	400
10165	156	401
10172011	7	402
10175	2	403
101810	3	404
1019	5	405
102	4	406
1020	12	407
10200	2	408
1025	3	409
10250	155	410
1028	55	411
103	76	412
10301	6	413
