0	14055
00	28
0002	10
01	45
02	29
03	42
04	22
05	26
06	29
07	30
08	30
09	29
0c	17
1	4986
1,0	13
1,000	26
1.0	12
1.1	12
1.2	11
1.4	12
10	799
10,000	12
10.1002	13
10.1111	24
100	278
100,000	12
1000	28
1001	11
100th	10
101	90
102	45
103	52
104	49
105	41
106	34
107	42
108	47
109	39
10th	23
11	768
110	57
111	37
112	51
113	45
114	32
114th	21
115	30
116	40
117	42
118	37
119	31
11th	15
12	703
120	64
121	43
122	29
123	30
124	44
125	52
126	37
127	43
128	99
129	40
12th	14
13	666
130	45
131	34
132	42
133	36
134	37
135	30
136	44
137	34
138	26
139	31
13th	21
14	515
140	29
141	26
142	39
143	42
144	49
145	21
146	29
147	22
148	29
149	38
14th	12
15	657
150	65
1500	26
151	29
152	39
153	23
154	26
155	51
1558	10
156	28
157	31
158	41
159	46
15th	19
16	533
160	80
1600	24
161	28
162	20
163	45
164	30
165	22
166	23
167	34
168	30
169	24
16th	23
17	557
170	38
1700	14
171	38
172	30
173	21
174	23
175	38
1750	18
176	42
177	28
178	33
1789	10
179	28
17th	19
18	459
180	44
1800	22
181	26
1815	14
182	33
1820	11
183	33
1830	15
1834	11
1835	10
184	31
1840	16
1841	15
1842	12
1843	10
1845	10
1847	11
1848	12
185	29
1850	28
1851	17
1852	12
1854	22
1855	13
1856	12
1857	11
1858	17
1859	14
186	25
1860	17
1861	18
1863	16
1864	21
1865	30
1866	13
1867	17
1868	20
1869	31
187	20
1870	24
1871	16
1872	17
1873	14
1874	18
1875	15
1876	18
1877	25
1878	15
1879	32
188	32
1880	23
1881	15
1882	15
1883	22
1884	21
1885	15
1886	20
1887	25
1888	24
1889	28
189	22
1890	44
1891	24
1892	34
1893	31
1894	35
1895	34
1896	36
1897	36
1898	28
1899	34
18th	32
19	505
190	30
1900	70
1900s	19
1901	39
1902	42
1903	38
1904	40
1905	44
1906	37
1907	43
1908	57
1909	48
191	35
1910	39
1911	47
1912	34
1913	44
1914	55
1915	50
1916	43
1917	41
1918	53
1919	47
192	66
1920	74
1920s	17
1921	54
1922	60
1923	226
1924	50
1925	46
1926	48
1927	48
1928	60
1929	57
193	27
1930	72
1930s	26
1931	49
1932	49
1933	47
1934	47
1935	47
1936	65
1937	49
1938	64
1939	69
194	32
1940	63
1940s	15
1941	46
