0	963
0.69	272
0.99	7626
00	1290
007	10
00am	97
00pm	170
00s	54
01	1206
01am	90
01pm	171
02	1255
02am	108
02pm	203
03	1251
03am	97
03pm	193
04	1175
04am	100
04pm	164
05	1263
05am	117
05pm	181
06	1350
06am	120
06pm	178
07	1293
07am	111
07pm	194
08	1044
08am	124
08pm	193
09	1373
09am	97
09pm	168
0listeners	20
0scrobbles	20
1	7139
1,445	10
1,783	10
1.25	1247
1.29	4970
1.49	1643
10	6539
100	595
1000	43
100listeners	14
100th	11
101	89
102	44
103	56
103,364	10
104	57
105	56
106	53
107	63
107scrobbles	10
108	66
109	50
10am	121
10listeners	92
10pm	176
10s	24
10scrobbles	33
10th	32
11	5191
110	50
111	55
111scrobbles	10
112	44
113	42
114	48
114scrobbles	10
115	47
116	48
117	50
118	46
119	38
11am	104
11listeners	103
11pm	159
11scrobbles	45
11th	19
12	5289
120	46
121	45
122	33
123	53
1234	12
124	37
125	34
126	24
126,919	11
127	45
128	37
129	44
12am	108
12listeners	98
12pm	168
12scrobbles	60
12th	13
13	4675
130	47
131	48
132	27
133	38
134	34
135	35
136	40
136scrobbles	13
137	43
138	36
139	39
139scrobbles	13
13am	110
13listeners	74
13pm	158
13rose	10
13scrobbles	45
13th	14
14	4666
140	32
141	32
142	27
143	204
144	40
144,029	10
144,192	10
145	38
146	32
147	37
148	30
149	34
14am	117
14listeners	75
14pm	192
14scrobbles	45
14th	10
150	37
151	24
152	50
152scrobbles	12
153	32
153,533	13
154	35
155	42
156	35
157	32
158	29
159	37
15am	95
15listeners	59
15pm	176
15scrobbles	50
16	4633
160	33
161	23
162	22
163	33
164	37
165	28
166	25
167	29
167,518	10
168	25
169	27
16am	115
16listeners	72
16pm	183
16scrobbles	46
17	4478
17,007	10
170	22
171	25
172	27
173	26
174	29
175	25
176	24
177	31
177,993	10
178	16
179	11
17am	134
17listeners	50
17pm	172
17scrobbles	40
18	4527
180	30
180,422	10
181	20
182	77
183	35
184	29
185	28
186	29
187	21
188	42
189	26
18am	118
18listeners	49
18pm	173
18scrobbles	41
18th	13
19	4444
190	33
191	30
192	20
193	23
194	28
1945	30
195	21
1950s	12
1951	19
1957	14
1959	21
196	23
1960	22
1960s	28
1961	11
1962	18
1963	28
1964	46
1965	43
1966	35
1967	53
1968	44
1969	61
197	16
1970	82
1970s	13
1971	46
1972	48
1973	58
1974	27
1975	32
1976	31
1977	55
1978	43
1979	77
198	21
1980	73
1980s	23
1981	64
1982	66
1983	57
1984	63
1985	58
1986	66
1987	57
1988	52
1989	41
199	18
1990	80
1990s	17
1991	65
1992	92
1993	75
1994	84
1995	74
1996	94
1997	86
1998	105
1999	130
19am	118
19listeners	34
19pm	200
19scrobbles	34
19th	11
1c	38
1listener	75
1live	16
1scrobble	59
1st	110
1ve	38
2	9310
2.0	20
20	4670
200	45
2000	202
2000s	24
2001	172
2002	174
2003	217
2004	287
2005	352
2006	474
2007	1045
2008	2498
2009	3893
201	19
2010	4798
2011	5739
2012	6798
202	19
203	15
204	19
205	40
206	20
207	13
208	19
209	17
20am	96
20listeners	42
20pm	201
20scrobbles	37
20th	59
21	4552
210	31
211	19
212	20
213	10
214	17
215	28
216	20
217	23
218	21
219	14
21am	99
21listeners	30
21pm	174
21scrobbles	36
21st	33
22	4492
220	15
221	13
222	16
223	15
224	16
225	12
226	22
227	17
228	20
229	20
22am	90
22listeners	40
22pm	153
22scrobbles	34
23	4454
230	11
231	27
232	17
233	15
234	11
236	13
237	17
238	28
239	13
23am	110
23listeners	39
23pm	184
23rd	11
23scrobbles	37
24	4444
24,549	13
240	18
241	12
242	18
243	17
244	20
245	10
246	13
247	16
248	20
249	16
24am	94
24listeners	32
24pm	177
