6742
#term	doc freq	idx
0	4199	0
1	4199	1
1,001,400	1	2
1,005,369	1	3
1,006,336	1	4
1,006,632	1	5
1,006,802	1	6
1,009,773	1	7
1,013,764	1	8
1,014,019	1	9
1,014,037	1	10
1,014,969	1	11
1,029,850	1	12
1,031,344	1	13
1,031,619	1	14
1,032,163	1	15
1,032,267	1	16
1,032,409	1	17
1,032,426	1	18
1,032,455	1	19
1,032,615	1	20
1,032,723	1	21
1,032,833	1	22
1,068,526	1	23
1,068,693	1	24
1,068,865	1	25
1,069,236	1	26
1,069,250	1	27
1,069,348	1	28
1,069,562	1	29
1,069,625	1	30
1,119,858	1	31
1,120,409	1	32
1,122,355	1	33
1,122,406	1	34
1,123,975	1	35
1,124,588	1	36
1,124,799	1	37
1,125,041	1	38
1,125,073	1	39
1,2	5	40
1,219,643	1	41
1,219,856	1	42
1,221,854	1	43
1,223,401	1	44
1,223,868	1	45
1,224,746	1	46
1,224,848	1	47
1,328,573	1	48
1,329,455	1	49
1,329,482	1	50
1,403,388	1	51
1,408,399	1	52
1,408,861	1	53
1,409,443	1	54
1,411,347	1	55
1,411,460	1	56
1,412,473	1	57
1,412,974	1	58
1,413,514	1	59
1,414,198	1	60
1,423,431	1	61
1,423,733	1	62
1,425,253	1	63
1,428,456	1	64
1,428,665	1	65
1,429,366	1	66
1,429,562	1	67
1,430,980	1	68
1,431,758	1	69
1,503,319	1	70
1,504,465	1	71
1,504,824	1	72
1,506,446	1	73
1,508,141	1	74
1,508,204	1	75
1,508,492	1	76
1,740,425	1	77
1,741,296	1	78
1,741,870	1	79
1,742,122	1	80
1,742,212	1	81
1,742,755	1	82
1,743,094	1	83
1,743,458	1	84
1,743,955	1	85
1,752,785	1	86
1,753,220	1	87
1,753,272	1	88
1,754,859	1	89
1,756,373	1	90
1,756,530	1	91
1,757,968	1	92
1,758,059	1	93
1,758,634	1	94
1,758,765	1	95
1,759,072	1	96
10	9	97
10,646,917	1	98
10,661,947	1	99
10,673,108	1	100
10,678,356	1	101
10,679,544	1	102
10,684,932	1	103
10,685,030	1	104
10,687,781	1	105
10,690,811	1	106
10,691,618	1	107
10,692,472	1	108
10,694,099	1	109
10,696,087	1	110
10,696,203	1	111
10,702,167	1	112
10,703,592	1	113
100	24	114
100,020	1	115
100,035	1	116
100,050	1	117
100,061	1	118
100,147	1	119
100,266	1	120
100,277	1	121
100,299	1	122
100,301	1	123
100,398	1	124
100,407	1	125
100,714	1	126
100,731	1	127
100,766	1	128
100,775	1	129
100,776	1	130
100,834	1	131
100,848	1	132
100,876	1	133
100,889	1	134
100,893	1	135
100,894	1	136
100,911	1	137
101,007	1	138
101,120	1	139
101,219	1	140
101,255	1	141
101,261	1	142
101,270	1	143
101,286	1	144
101,305	1	145
101,317	1	146
101,324	1	147
101,326	1	148
101,353	1	149
101,371	1	150
101,379	1	151
101,384	1	152
101,385	1	153
101,396	1	154
101,432	1	155
101,438	1	156
101,441	1	157
101,463	1	158
101,484	1	159
101,501	1	160
101,508	1	161
101,513	1	162
101,615	1	163
101,753	1	164
101,827	1	165
101,860	1	166
101,894	1	167
101,898	1	168
101,911	1	169
101,915	1	170
101,987	1	171
102,094	1	172
102,127	1	173
102,139	1	174
102,269	1	175
102,278	1	176
102,280	2	177
102,300	1	178
102,324	1	179
102,337	1	180
102,347	1	181
102,381	1	182
102,404	1	183
102,411	1	184
102,432	1	185
102,435	1	186
102,441	1	187
102,442	1	188
102,449	1	189
102,469	1	190
102,470	1	191
102,482	1	192
102,501	1	193
102,512	1	194
102,543	1	195
102,544	1	196
102,553	1	197
102,587	1	198
102,594	1	199
102,602	1	200
102,722	1	201
102,755	1	202
102,830	1	203
102,841	1	204
102,853	1	205
102,884	1	206
102,964	1	207
103,000	1	208
103,087	1	209
103,094	1	210
103,239	1	211
103,268	1	212
103,299	1	213
103,308	1	214
103,320	1	215
103,321	1	216
103,324	1	217
103,327	1	218
103,343	1	219
103,361	1	220
103,370	1	221
103,386	1	222
103,404	1	223
103,406	1	224
103,417	1	225
103,452	1	226
103,453	1	227
103,454	1	228
103,469	1	229
103,471	1	230
103,488	1	231
103,503	1	232
103,504	1	233
103,511	1	234
103,516	1	235
103,526	1	236
103,531	1	237
103,535	1	238
103,563	1	239
103,565	1	240
103,572	1	241
103,631	1	242
103,665	1	243
103,704	1	244
103,738	1	245
103,765	1	246
103,774	1	247
103,786	1	248
103,801	1	249
103,812	1	250
103,815	1	251
103,830	1	252
103,831	1	253
103,868	1	254
103,886	1	255
103,894	1	256
104	9	257
104,031	1	258
104,035	1	259
104,157	1	260
104,194	1	261
104,199	1	262
104,215	1	263
104,257	1	264
