0	14168
00	129
0005	10
00060	12
0007	11
0009	10
001	11
0011	10
0015	10
00160	14
0018	10
0019	11
0021	10
0023	10
00260	24
0027	11
003	13
0035	10
00360	16
0038	10
004	20
0041	11
0042	10
00460	15
005	15
005.133	11
005.276	12
005.75	10
005.8	10
00560	12
006	13
00660	15
007	30
00760	10
008	51
0083	11
009	27
0090	10
0096	10
00960	12
01	265
010	29
0100	19
01060	15
0109	10
01160	14
012	45
0120	14
0126	11
01260	11
013	15
01360	14
014	14
0142	10
01460	11
01560	17
01660	14
017	11
01760	13
01860	17
019	10
01960	12
01oct2012	12
02	282
020	12
02060	11
021	10
02260	20
023	10
02360	16
024	10
02460	11
025	12
02560	13
026	10
027	12
02760	11
028	10
02860	15
02960	15
03	252
030	10
031	12
031.02	11
03160	11
03260	17
033	10
03360	18
034	12
03460	10
035	13
03560	16
036	12
03660	14
037	13
03760	23
038	13
03860	11
039	10
03960	23
04	204
040	11
04060	10
041	11
04160	10
042	10
04260	16
043	13
04360	19
04460	13
045	12
04560	13
046	12
04660	17
047	11
04760	13
048	10
04860	12
049	10
04960	19
05	204
050	16
05060	13
051	11
05160	17
052	13
05260	14
054	11
05460	12
055	11
05560	17
056	12
05660	18
057	11
05760	22
058	11
05860	16
059	11
05960	13
06	177
060	12
06060	13
061	11
06160	10
062	13
06260	14
063	11
06360	14
064	11
06460	15
065	11
06560	17
066	11
06660	19
067	11
06760	18
068	12
06860	13
069	12
06960	16
07	164
070	11
07060	14
071	19
07160	10
072	11
07260	18
073	12
07360	21
074	12
07460	18
075	12
07560	17
076	12
07660	17
077	11
07760	11
078	11
07860	14
079	11
07960	15
08	133
080	11
08060	11
081	13
08160	17
082	14
08260	13
083	13
08360	19
084	13
08460	11
085	14
08560	11
086	11
08660	14
087	11
08760	10
088	12
08860	14
089	11
08960	17
09	138
090	14
09060	21
091	13
09160	12
09260	24
093	13
09360	22
094	11
09460	14
095	10
09560	18
097	11
09760	14
098	11
09860	17
09960	14
1	13358
1,000	26
1,500	10
1.0	11
1.1	49
1.10	14
1.11	12
