27773
#term	doc freq	idx
0	314	0
00	846	1
000	1	2
0001	76	3
001	11	4
002	11	5
003	8	6
004	7	7
01	1835	8
011	2	9
01eftosrx_geometry.mp3	4	10
01intronointro.wav	4	11
02	949	12
02eftosrx_topology.mp3	1	13
03	397	14
04	539	15
05	459	16
06	613	17
069	1	18
06eftosrx_manifold.mp3	4	19
07	340	20
07531	1	21
08	502	22
082	1	23
08eftosrx_mechanics.mp3	4	24
09	1641	25
09eftosrx_equation.mp3	4	26
0d	1	27
0tic	1	28
1.000	1	29
1.002	4	30
1.003	2	31
1.006	1	32
1.007.359	2	33
1.008.910	1	34
1.009.154	1	35
1.012	2	36
1.012.473	2	37
1.012.483	1	38
1.012.489	1	39
1.015	1	40
1.016	1	41
1.017	3	42
1.017.170	1	43
1.017.181	1	44
1.017.193	1	45
1.017.197	1	46
1.017.200	1	47
1.017.451	1	48
1.018	3	49
1.019	1	50
1.019.604	1	51
1.021	1	52
1.021.974	1	53
1.022	1	54
1.022.001	1	55
1.023	1	56
1.024.019	1	57
1.025	1	58
1.027	2	59
1.028	1	60
1.029	1	61
1.030	3	62
1.031	2	63
1.032	2	64
1.032.587	1	65
1.033	4	66
1.035	3	67
1.037	5	68
1.037.650	1	69
1.037.656	5	70
1.037.658	1	71
1.037.659	1	72
1.038.503	1	73
1.040	4	74
1.041	2	75
1.041.256	1	76
1.041.262	1	77
1.041.266	1	78
1.043	1	79
1.043.247	1	80
1.043.259	1	81
1.043.264	2	82
1.043.288	1	83
1.043.310	2	84
1.044	1	85
1.044.421	1	86
1.044.422	1	87
1.044.425	1	88
1.045	2	89
1.045.131	1	90
1.047	1	91
1.047.921	1	92
1.047.966	1	93
1.047.993	1	94
1.048	14	95
1.048.700	1	96
1.049.540	2	97
1.050	1	98
1.051	1	99
1.053	1	100
1.054	1	101
1.054.072	1	102
1.055.210	1	103
1.055.284	1	104
1.056	1	105
1.057	3	106
1.059	1	107
1.059.086	1	108
1.059.170	3	109
1.059.173	1	110
1.060	2	111
1.061	2	112
1.062	2	113
1.064	1	114
1.065.705	1	115
1.067.535	2	116
1.069	1	117
1.069.676	1	118
1.069.683	1	119
1.069.709	6	120
1.070.281	1	121
1.071	2	122
1.071.631	1	123
1.074.297	1	124
1.074.304	1	125
1.074.306	1	126
1.075	9	127
1.075.951	1	128
1.078.009	1	129
1.080.819	1	130
1.080.821	1	131
1.080.830	1	132
1.081	3	133
1.081.434	1	134
1.081.439	3	135
1.081.440	1	136
1.082	5	137
1.082.169	1	138
1.082.173	1	139
1.082.216	2	140
1.082.249	2	141
1.083	1	142
1.083.232	1	143
1.083.236	1	144
1.084	1	145
1.085	1	146
