43099
#term	doc freq	idx
0	9420	0
0.5g	186	1
0.75	8	2
00	25	3
007	6	4
00am	14	5
01	4	6
01606	2	7
02	6	8
02122	3	9
02360	11	10
03	1	11
04	3	12
05	5	13
06	5	14
06801	2	15
07	20	16
070403	3	17
08	19	18
08831	6	19
09	12	20
0g	1693	21
0ld	10	22
0mg	779	23
0oh	5	24
0z	3	25
1	9428	26
1,000	11	27
1,2.3	8	28
1.00	2	29
1.05	6	30
1.1g	43	31
1.2	9	32
1.23	4	33
1.25	18	34
1.2g	47	35
1.3	4	36
1.38	7	37
1.3g	20	38
1.4	9	39
1.41	1	40
1.4g	47	41
1.5	258	42
1.50	2	43
1.55	52	44
1.5g	461	45
1.65	15	46
1.6g	30	47
1.77	5	48
1.7g	63	49
1.8	13	50
1.8g	26	51
1.94	5	52
1.97	3	53
1.9g	22	54
10	7399	55
10.1g	18	56
10.2g	1	57
10.3g	5	58
10.4g	4	59
10.5	13	60
10.5g	13	61
10.6	3	62
10.6g	1	63
10.75	34	64
10.7g	6	65
10.8g	2	66
10.9g	1	67
100	2757	68
100.00	22	69
1000mg	15	70
1001	5	71
1008mg	1	72
100cal	3	73
100mg	289	74
101	32	75
1010mg	10	76
1013	6	77
101g	1	78
101mg	6	79
102	58	80
1020mg	3	81
102g	5	82
102mg	2	83
103	46	84
1030	3	85
1030mg	1	86
1032	11	87
103g	2	88
103mg	6	89
104	58	90
1040mg	10	91
1041mg	6	92
105	82	93
1050	1	94
1050mg	5	95
1051mg	16	96
105g	3	97
105mg	170	98
106	38	99
1060mg	11	100
106g	2	101
106mg	10	102
107	35	103
1070mg	1	104
1074mg	2	105
1075	2	106
108	28	107
108.3g	7	108
1080mg	4	109
108g	2	110
108mg	15	111
109	29	112
1090mg	1	113
1096mg	4	114
109mg	1	115
10g	910	116
10inch	2	117
10mg	510	118
10min	20	119
10mins	7	120
10oz	9	121
10t	7	122
10th	6	123
10x	29	124
10x13	4	125
10x15	4	126
10yerar	7	127
10yr	4	128
11	2671	129
11,2007	8	130
11.1g	4	131
11.2g	10	132
11.3	3	133
11.3g	16	134
11.4g	4	135
11.5	392	136
11.5g	20	137
11.6	5	138
11.6g	3	139
