166525
#term	doc freq	idx
0	510	0
0,10	1	1
0,14	1	2
0,1607,7	1	3
0,30	3	4
0,34	1	5
0,39	1	6
0,40	2	7
0,45	1	8
0,5	11	9
0,50	7	10
0,53	1	11
0,5l	1	12
0,6	1	13
0,75	2	14
0.0	8	15
0.00	7	16
0.002197,0.006448	1	17
0.01	5	18
0.02	17	19
0.02gbp	1	20
0.03	1	21
0.04	4	22
0.05	37	23
0.055	4	24
0.05mm	1	25
0.07	2	26
0.08	20	27
0.082402	4	28
0.09	5	29
0.097643	2	30
0.1	16	31
0.10	26	32
0.10tl	1	33
0.12	2	34
0.13	1	35
0.1374	1	36
0.140590	1	37
0.15	2	38
0.16	8	39
0.16km	1	40
0.17	9	41
0.18	2	42
0.19	2	43
0.2	65	44
0.20	1	45
0.200	1	46
0.20azn	1	47
0.22	2	48
0.24	1	49
0.25	26	50
0.26m	5	51
0.28	2	52
0.2azn	3	53
0.2l	3	54
0.3	25	55
0.30	23	56
0.309	1	57
0.33	11	58
0.33l	13	59
0.35	7	60
0.36	1	61
0.368	1	62
0.38	1	63
0.39	1	64
0.3l	11	65
0.4	47	66
0.40	27	67
0.40azn	2	68
0.43	1	69
0.44	3	70
0.45	2	71
0.46	6	72
0.48	5	73
0.49	1	74
0.4azn	2	75
0.4m	1	76
0.5	76	77
0.50	84	78
0.51664722	1	79
0.55	5	80
0.55612	1	81
0.56	9	82
0.57	1	83
0.58	1	84
0.5azn	2	85
0.5c	1	86
0.5l	12	87
0.5le	3	88
0.5m	2	89
0.6	44	90
0.60	12	91
0.61	1	92
0.612402	3	93
0.64	1	94
0.65	3	95
0.65l	1	96
0.66	4	97
0.67	1	98
0.68	1	99
0.6m	1	100
0.7	51	101
0.70	18	102
0.70azn	1	103
0.70eur	3	104
0.73	1	105
0.75	27	106
0.75432	1	107
0.77	4	108
0.78	3	109
0.8	25	110
0.80	12	111
0.85	11	112
0.85316111	1	113
0.86	2	114
0.87	5	115
0.880697222	1	116
0.8azn	3	117
0.8km	1	118
0.9	20	119
0.90	24	120
0.91	1	121
0.92	1	122
0.9327	2	123
0.95	1	124
0.96	5	125
0.99	3	126
00	1101	127
00'10	1	128
00,00	1	129
00,10	1	130
00,17	1	131
00.00	3	132
00.01	2	133
00.25	5	134
00.30	2	135
00.30h	1	136
00.33.892.35.35.35	2	137
00.47	1	138
00.700	5	139
00.91	1	140
000	132	141
000,000	1	142
0000	71	143
0001	30	144
000111	1	145
000157	2	146
0002	6	147
0003	8	148
0004	6	149
0005	6	150
0006	7	151
0007	9	152
0007176155	1	153
0008	16	154
0009	9	155
000v	1	156
001	24	157
0010	12	158
00100	11	159
0011	14	160
0012	3	161
0013	2	162
00135	2	163
0014	1	164
0015	3	165
0017	3	166
0018	3	167
00184	11	168
00185	9	169
00186	6	170
00187	15	171
00188	2	172
0019	3	173
00196	6	174
00198	4	175
002	13	176
0020	14	177
00200	9	178
0020106770462	6	179
0020108997751	3	180
0020693604266	6	181
002099	4	182
0021	5	183
0022	21	184
0024	1	185
00249	1	186
0025	8	187
0025‎	1	188
00260	1	189
0027	5	190
0027842642194	1	191
0028	4	192
0029	3	193
003	4	194
0030	11	195
00302286091482	1	196
0031	13	197
0032	5	198
0033	5	199
0034	6	200
0034.928.762336	2	201
0034923216010	1	202
0034923218166	1	203
0034923269141	1	204
0035	2	205
00353	1	206
00353749722880	1	207
0036	6	208
0036987	1	209
0037	1	210
0038	5	211
00385	1	212
0038521388951	1	213
00389	2	214
0039	12	215
0039.0424.600460	2	216
00396	2	217
004	8	218
0040	3	219
0041	11	220
0042	5	221
00421	1	222
0043	6	223
004369919040648	3	224
0044	12	225
0045	4	226
0046	7	227
0047	7	228
004755323360	1	229
0048	1	230
0049	3	231
005	5	232
0050	7	233
00505	1	234
0051	2	235
0052	3	236
0053	1	237
0054	8	238
00540377315407314	2	239
0055	15	240
0056	1	241
0057	2	242
0058	4	243
0059	2	244
0059842440719	3	245
006	7	246
0060	10	247
00600	1	248
0061	6	249
00621	8	250
00632	1	251
0064	4	252
0065	1	253
0066	8	254
0067	4	255
0068	4	256
0069	4	257
006bffff	1	258
007	18	259
0070	2	260
0071	1	261
0072	6	262
0073	3	263
00738	1	264
0075	3	265
0076	9	266
0077	10	267
0078	6	268
0079	3	269
008	35	270
0080	5	271
00800	1	272
0081	1	273
0083	3	274
0084	3	275
0085	2	276
0087	3	277
0088	7	278
009	3	279
0090	15	280
00901	4	281
00902	1	282
00907	2	283
0091	7	284
00911	1	285
00918023617708	1	286
00919895605243	2	287
0092	8	288
0093	8	289
0094	5	290
00951240780	2	291
00951240781	2	292
0096	2	293
00963	1	294
0096311	1	295
0097	6	296
0097082858444	1	297
00972	3	298
00979	1	299
0098	9	300
0099	4	301
00a	1	302
00a.m	3	303
00am	224	304
00h	8	305
00h42	1	306
00h44	1	307
00h54	1	308
00noon	3	309
00om	3	310
00p	3	311
00p.m	1	312
00pm	255	313
00rs	5	314
00‎	3	315
00﻿	1	316
01	472	317
01.30	2	318
01.30am	5	319
01.330	6	320
01.418	1	321
01.449	1	322
01.531	1	323
01.532	1	324
01.556	1	325
01.570	1	326
01.573	1	327
01.605	1	328
01.725	1	329
01.747	5	330
01.758	1	331
01.816	1	332
01.820	1	333
01.878	1	334
01.905	1	335
01.961	1	336
01.964	1	337
01.973	1	338
01.985	1	339
01.995	1	340
010	18	341
0100	79	342
01002	2	343
0100hrs	1	344
0100‎	2	345
0101	21	346
0101461739	3	347
0101725821	3	348
0102	4	349
01028	2	350
0103	1	351
01033	2	352
0104	1	353
010660	4	354
0106614	1	355
0107	6	356
0108	11	357
01084044166	1	358
0109	3	359
010xx	1	360
011	47	361
011.501.677.1284	2	362
0110	7	363
01109	1	364
0111	33	365
01111	1	366
0112	9	367
0113	2	368
0114	1	369
0114‎	1	370
0115	3	371
011572	1	372
0116	10	373
0117	1	374
0117‎	2	375
0118	10	376
012	13	377
0120	6	378
012000	2	379
0121	3	380
01210	1	381
0122	2	382
01225	1	383
01225992823	2	384
0123	12	385
012345678	2	386
0124	4	387
0124249896	1	388
01247	2	389
01250874605	1	390
0126	3	391
0127	2	392
01273	5	393
01294	1	394
013	8	395
0130	12	396
01300	1	397
0131	7	398
0132	1	399
0133	3	400
01332274050	1	401
01333	1	402
0134	4	403
01342	7	404
01344	1	405
0136	3	406
0137	1	407
0137378191	1	408
0138	3	409
0139	4	410
01397	3	411
014	21	412
0140	2	413
0140104801	2	414
0140277447	1	415
01425	1	416
0143	1	417
01436	1	418
01438	1	419
0144	8	420
01444	7	421
0145	4	422
01451	2	423
014555	3	424
0146	1	425
0147	6	426
01470	1	427
01471	1	428
01478	1	429
01480357575	1	430
0149	9	431
015	5	432
0150	8	433
0151	8	434
01513	1	435
0152	5	436
01534	1	437
015394	7	438
0154	2	439
0155	3	440
0157	2	441
0158	14	442
0159	5	443
01590	1	444
01599	1	445
016	7	446
01605	2	447
01606	2	448
0161	5	449
0162	1	450
01623	2	451
01624	9	452
0163	1	453
0165	3	454
0166	7	455
01662	1	456
016650325	3	457
01686	1	458
0169	3	459
016977	2	460
01697776666	1	461
017	6	462
0170	1	463
01707	1	464
01709	1	465
0171	7	466
0172	4	467
01722	2	468
0173	1	469
01732	7	470
01736	1	471
0174	10	472
0174422761	2	473
0174‎	1	474
0175	5	475
01753	3	476
0177	6	477
01770	3	478
01770600544	2	479
0178	2	480
0179	2	481
01792	1	482
018	3	483
0180	4	484
01800	1	485
018000	2	486
0181	14	487
01825	7	488
0183	3	489
0184	9	490
01844	3	491
01851	1	492
0186	3	493
01864	1	494
01865	3	495
0187	19	496
0188	3	497
01882	1	498
01892	9	499
01896	7	500
019	10	501
01904	1	502
0191	9	503
0193	12	504
01934	3	505
0193732727	3	506
0194	1	507
0195	6	508
01950	1	509
01952	1	510
0196	1	511
01960	1	512
0197	12	513
01970	1	514
0198	11	515
01982	4	516
01983	1	517
0199	1	518
01a	1	519
01am	1	520
01h09	1	521
01h14	1	522
01h18	1	523
01h20	1	524
01h24	1	525
01h25	1	526
01h28	1	527
01h35	1	528
01h55	1	529
01k	2	530
01km	1	531
01pm	2	532
02	465	533
02.037	5	534
02.051	2	535
02.053	9	536
02.062	7	537
02.070	5	538
02.072	2	539
02.216	7	540
02.282	5	541
02.335	1	542
02.365	5	543
02.466	5	544
02.475	5	545
02.62.31.71.71	1	546
02.62.51.15.26	1	547
02.62.90.78.78	1	548
02.838	5	549
020	44	550
0200	49	551
0200hrs	1	552
0201	7	553
0202	26	554
0202067673	2	555
02022348895	1	556
0202726011,0722760661	8	557
0203	2	558
0205	1	559
0206	6	560
0208	1	561
0209	2	562
021	25	563
0210	7	564
0211	4	565
02115	1	566
02116	1	567
0212	7	568
02128	1	569
02130	1	570
0214	7	571
0214194848	1	572
0215	2	573
0216	1	574
02176	2	575
022	13	576
0220	19	577
022000	7	578
0221	4	579
0222	32	580
02222	3	581
0223	2	582
0224	7	583
0225	7	584
02252	1	585
0226	2	586
0227	9	587
0228	5	588
0229	5	589
022999	2	590
023	34	591
0230	3	592
0231	4	593
0231‎	3	594
0232	10	595
0233	9	596
0233213725	2	597
0233227570	2	598
0234	3	599
02343721888	1	600
0235	2	601
0236	2	602
02363931579	1	603
0237	4	604
0238	2	605
024	4	606
0240	13	607
0241	4	608
0242	1	609
0244	8	610
0245	1	611
0246	1	612
0248	2	613
0249	2	614
024rs	2	615
025	3	616
0250	2	617
0251	9	618
0253	2	619
02539	1	620
0254	4	621
0255	8	622
02552	1	623
02557	1	624
02568	1	625
0257	2	626
0258	2	627
026	8	628
0260	7	629
02601	2	630
0261	6	631
0262	6	632
0262.42.19.45	1	633
02622	2	634
02627	2	635
026284067	2	636
02631	1	637
02633	1	638
02641	1	639
02646	1	640
02653	1	641
0267	2	642
0268824777	2	643
0269	6	644
027	6	645
0270	19	646
0271	3	647
0272	1	648
0273	5	649
0275	4	650
0276	3	651
0277	1	652
0278	1	653
028	16	654
0280	5	655
02800	3	656
0282	1	657
0283	2	658
02840	2	659
0285	4	660
02852	1	661
0286	4	662
0287	1	663
0288	4	664
0289	1	665
029	5	666
0290	2	667
02902	2	668
02903	5	669
