0	13500
001	37
002	29
003	25
004	21
005	33
006	26
007	17
008	38
009	27
01	159
010	22
011	18
012	17
013	14
014	18
015	12
017	11
018	14
02	90
03	93
04	49
05	38
06	38
07	43
08	32
09	37
1	13500
10	250
100	42
101	46
102	45
103	63
104	47
105	38
106	25
107	27
108	34
109	58
11	293
110	40
111	54
112	27
113	18
1133	16
114	18
1149	17
115	34
117	22
1173	18
118	54
1188	16
119	36
11th	12
12	351
120	23
121	29
122	15
123	36
124	16
125	23
126	21
127	24
128	20
129	24
13	333
130	22
131	28
132	19
133	24
134	15
135	49
136	17
137	21
138	12
139	20
14	181
1405	13
141	20
1418	10
142	16
143	23
144	12
145	20
146	35
147	17
149	31
15	186
150	23
151	24
152	19
153	28
154	25
155	21
156	15
157	13
158	16
159	18
16	104
160	22
161	19
162	23
163	33
164	22
165	18
166	17
167	19
168	14
169	30
17	144
170	23
1705	12
171	32
172	21
173	18
174	22
175	20
176	19
177	15
179	29
18	148
1800	12
181	28
183	15
184	13
185	17
1850	12
186	14
187	35
1873	13
188	10
189	18
19	143
190	11
191	17
192	14
193	15
1936	11
194	15
1940	17
195	37
1950	12
196	16
197	16
198	14
1980	11
1985	16
1986	10
1987	19
1988	19
1989	17
199	10
1990	39
1991	30
1992	17
1993	23
1994	30
1995	21
1996	29
1997	30
1998	50
1999	62
2	1215
2.2.10	13500
20	144
200	13
2000	93
2001	69
2002	64
2003	90
2004	134
2005	158
2006	187
2007	297
2008	437
2009	731
201	20
2010	1345
2011	4043
2012	4203
2013	1805
2017	17
202	25
203	10
2032	18
204	28
205	23
206	10
207	17
208	13
209	33
21	146
210	26
211	23
212	23
213	25
214	19
215	30
216	16
217	22
218	12
219	17
21st	14
22	147
220	12
222	12
223	17
225	17
226	34
227	27
229	16
23	151
230	14
232	17
234	15
235	26
236	10
237	27
238	10
239	10
24	200
241	11
244	17
245	29
247	22
248	16
249	11
25	137
250	11
251	11
252	11
253	19
255	15
256	10
257	22
258	12
259	13
26	149
263	12
264	12
265	19
266	10
267	11
269	10
27	142
270	12
271	18
272	19
273	13
276	16
277	25
278	12
279	13
28	190
281	18
283	11
285	25
287	11
288	11
29	168
290	16
291	20
292	10
295	12
296	11
297	13
299	12
3	873
30	178
300	14
303	22
304	27
305	16
306	16
307	10
309	19
31	143
310	18
312	12
314	12
316	10
317	11
318	10
32	108
321	11
326	12
327	12
329	12
33	147
335	11
337	11
338	13
34	86
341	18
343	15
344	13
345	12
348	11
35	155
351	12
358	12
359	11
36	183
363	12
369	11
37	128
370	11
371	10
372	10
373	10
378	12
37th	16
38	104
381	11
383	10
38th	15
39	174
393	10
394	13
397	10
4	711
40	127
401	13
403	11
41	87
411	13
412	10
414	10
419	10
42	115
421	19
429	16
43	88
433	10
437	12
438	10
44	129
444	28
447	13
45	126
459	10
46	85
465	16
47	74
475	12
479	11
48	73
48th	10
49	112
5	400
50	51
51	76
517	10
52	43
521	11
526	13
53	93
54	66
55	123
56	60
57	59
58	55
59	69
6	330
60	76
61	42
62	63
63	114
64	128
649	21
65	53
66	34
666	10
67	48
68	45
69	52
7	507
70	65
71	47
72	86
73	92
74	22
740	10
75	45
76	46
77	78
78	103
79	91
8	250
80	37
81	52
82	19
83	77
84	27
85	38
86	26
87	62
88	153
89	71
8th	16
9	175
90	25
91	40
92	26
93	33
94	29
94no	11
95	72
96	63
97	78
978	12
98	86
99	37
a	13500
a.c	10
a.j	11
a.j.j	38
a.k	10
a.r	12
a.s	13
aaae	10
aaron	13
abbas	19
abbeele	26
abc	18
abd	10
abdul	28
ability	13
abingdon	44
about	55
abstract	13500
abu	15
academic	41
accepted	68
access	52
account	18
accountability	13
accounting	140
accounts	13
accumulation	12
achievement	23
achieving	11
acquisition	10
acquisitions	11
across	52
acs	32
act	19
action	26
active	15
activities	36
activity	38
actual	34
ad	19
adam	25
adaptation	39
adaptive	36
add	13500
added	11
address	13
adjustment	35
administration	39
adolescents	15
adoption	29
adrian	31
adriana	28
advanced	13499
advances	135
advantage	20
adverse	22
advertising	16
aeasa	10
affect	58
affected	13
affordability	13
africa	118
african	104
after	72
against	26
agarwal	15
age	68
agency	10
agent	35
agents	27
aggarwal	10
agglomeration	11
aggregate	15
aggregation	15
agnieszka	13
agraria	10
agreements	22
agribusiness	36
agricultural	376
agriculture	55
agro	20
agronegocio	11
agronegocios	29
agung	13
agustín	12
ahlfeldt	11
ahmad	22
ahmed	15
aid	50
ailsa	22
air	38
aizenman	12
akiko	11
akresh	15
al	57
alabama	80
alain	31
alan	49
albelda	20
albert	39
alberto	71
alejandro	29
alejo	10
alessandra	12
alessandro	28
alex	27
alexander	113
alexandra	37
alexandre	18
alfred	15
alfredo	11
algorithm	26
algorithms	17
ali	35
alice	10
alina	17
alistair	26
all	13500
allen	28
allocation	44
allowances	11
almanach	19
almeida	13
alonso	18
als	22
also	16
alternative	44
alternatives	12
altruistic	11
am	19
amanda	10
ambiental	12
ambiguity	21
america	81
american	165
amfiteatru	20
amicorum	14
amine	11
amir	25
among	105
amy	26
américa	13
an	855
an1	16
ana	53
anais	31
analiza	11
analyse	49
analyses	16
analysis	666
analytic	11
analytical	22
analyzing	19
anca	11
and	13500
anders	14
anderson	26
andersson	20
ando	10
andre	20
andrea	82
andreas	54
andrej	11
andrew	99
andries	11
andré	58
andrés	18
andy	11
angela	12
angelique	12
anil	14
animal	17
aniruddha	11
anja	18
ann	23
anna	57
annals	61
anne	101
anning	11
annotation	13500
annual	184
another	15
ante	11
anthony	37
anti	20
antitrust	30
antoine	16
anton	12
antonella	13
antonin	11
antonio	69
antwerp	12
any	12
análise	12
análisis	36
apjor	17
aplicación	10
aplicada	12
applicability	10
application	130
applications	73
applied	397
applying	13
approach	250
approaches	28
approche	11
aprendizaje	18
april	31
archive	27
are	156
area	42
areas	39
argentina	13
ariane	18
arias	12
arid	16
arif	15
arising	13
arjun	11
armando	13
arnaud	15
arne	18
arnold	11
around	12
arrangements	14
art	18
arthur	22
article	13500
articlepeerreview	26
articles	13
artificial	19
arts	18
arturo	10
arvanitis	14
arvind	18
as	13499
ascari	14
ashraf	11
asia	64
asian	117
aspects	24
assays	13
assessing	58
assessment	110
asset	46
assets	23
assignment	18
assistance	10
associated	14
association	44
assouline	11
astrid	23
asymmetric	30
asymptotics	10
at	168
athukorala	11
atle	12
attanasio	13
attila	11
attitudes	33
attributes	23
au	67
aubin	16
auction	19
auctions	31
audio	13500
audit	23
auditing	16
auditors	10
auf	26
august	45
augustin	15
augusto	16
aus	42
austin	30
australia	35
australian	24
auswirkungen	10
author	13500
aux	25
available	13500
average	36
aversion	39
avi	25
axel	26
axelsson	13
aya	11
aysit	10
az	57
b	1247
b.a	13
b.e	10
b12	11
back	14
background	14
bad	28
baesens	38
bafoil	10
bagasse	10
bagehot	13
bagidis	16
balance	34
balanced	17
balogun	10
balázs	10
bancaire	11
bancaria	16
banerjee	15
bangladesh	38
bangladeshâ	14
bank	157
bankers	11
banking	130
banks	78
banque	11
bar	16
barahona	14
barbara	64
barcode	11
bargaining	26
barrier	12
barriers	21
barry	20
bart	63
bartzke	13
base	38
based	347
bases	11
basic	43
basin	15
basis	16
bayer	12
bayesian	97
bayreuth	11
bce	11
be	13499
becchetti	12
beck	36
becker	10
bedi	14
beef	11
beers	11
bees	10
before	43
behaghel	10
behavior	140
behavioral	59
behaviour	52
beijing	13
being	50
belgian	10
belgium	123
belhaj	11
belief	12
beliefs	18
ben	56
benefit	30
benefits	60
benini	10
benjamin	59
benoit	16
benoît	10
bento	24
benzene	13
berend	16
berger	16
berichtet	25
berkeley	11
berland	13
berlin	77
bernal	22
bernard	35
bernauer	11
bernhard	21
berriet	22
bert	13
bertrand	27
best	30
beta	11
better	41
between	195
beyond	49
bhatt	12
bhattacharya	10
bianchi	19
bias	31
biased	15
bibliography	13499
bibtex	13500
bich	11
bidding	12
bieta	11
bifurcation	12
bilateral	13
bilin	11
binary	23
biodiversity	17
biofuel	12
biology	32
biometrika	11
biotechnology	10
bir	15
birmingham	81
birth	10
bis	21
bivariate	11
bjorn	16
björn	16
black	23
blau	11
block	34
blog	17
bloom	15
bloor	10
blot	13
blough	12
bmj	10
bo	13
body	14
boeck	14
bogaert	19
bogdan	17
bolonia	10
bond	36
book	13500
book_chapter	15
bookitem	21
bookpart	13500
bookreview	13500
books	17
boom	15
bootstrap	10
bootstrapped	10
border	25
borders	12
boris	13
borradores	20
borrowing	11
bosnia	10
both	11
bottom	11
boundaries	13
boundary	10
boye	10
boyer	19
br	13
bradley	28
bram	22
branch	10
branching	12
brand	24
brasil	22
braucht	19
braun	18
braunstein	17
brazil	20
brazilian	49
breu	10
breuer	11
brian	80
brics	13
brief	14
briefs	26
brigitte	16
brink	19
britain	10
british	33
brooks	21
brown	25
bruce	28
bruno	46
brussels	232
bruxelles	10
bryan	13
bt	14
bubbles	11
buchner	16
budapest	221
budapesti	15
budget	29
budgets	15
building	43
buildings	10
bulletin	99
burden	13
burgundy	10
burkina	11
burtraw	10
business	523
businesses	11
but	24
buy	25
buyer	10
buying	23
bwl	23
by	275
bycatch	11
büchner	10
c	1999
c.b	13
c.d	10
c0	16
c01	20
c1	14
c11	26
c15	31
c23	19
c44	19
c61	14
c62	10
c63	13
c70	19
c71	45
c72	17
c73	22
c9	15
cage	19
cahiers	28
california	31
callejas	13
cama	12
camacho	19
cambridge	35
cameron	15
camillo	12
campbell	19
campenhout	20
campos	16
can	118
canada	34
canadian	25
cancer	18
cantillon	20
cao	18
cap	11
capabilities	21
capacitated	10
capacity	56
cape	16
capital	234
capitalism	25
capture	10
car	25
carbon	76
care	108
carine	11
carl	26
carlo	66
carlos	98
carluccio	14
carmen	60
carol	15
caroli	10
carolina	13
caroline	18
carsten	13
carvalho	18
cas	42
casado	14
case	351
cases	10
cash	24
caso	31
cassimon	12
castillo	19
castro	22
catherine	78
cathy	16
causal	29
causality	15
cause	10
causes	22
cazorla	11
ceb	88
cecilia	15
cemmap	11
center	240
centers	13
central	123
centre	84
centro	24
centrul	12
century	50
cep	18
cepr	53
ces	16
cesaer	19
cesifo	44
chain	64
chains	22
chakravorty	14
challenge	20
challenges	69
chan	19
chandra	13
chandrakanth	14
chang	38
change	265
changes	66
changing	34
channels	12
chaos	16
characteristics	60
charles	95
charlie	23
charlotte	22
checkmating	15
cheltenham	11
chemical	10
chen	94
cheng	31
chengappa	14
cherchye	29
cheung	11
chi	22
chia	16
chiara	11
chicago	12
chien	11
chih	12
child	70
childhood	11
children	105
children's	10
chile	14
chin	17
china	130
china's	18
chinese	60
chiroleu	11
choi	17
choice	160
choices	15
chong	12
chow	11
chris	49
christi	12
christian	193
christiane	11
christina	14
christine	35
christoph	42
christophe	52
christopher	72
christos	14
chronic	15
chronicle	22
chun	16
chung	16
ciencias	141
cindy	22
cirano	18
citation	13500
cities	26
citizens	24
city	37
civil	38
claeskens	13
claire	28
clara	10
clarity	12
clark	21
class	33
classification	908
claude	40
claudia	47
claudio	13
clean	14
cleaner	18
clear	13499
clearing	10
clemens	12
click	13499
climate	114
climatic	29
clinical	15
clio	15
close	13499
clotilde	13
cluster	11
clustering	14
co	29
co2	32
coal	12
coalitional	17
coarse	11
coastal	23
code	20
coe	16
coffee	11
cognitive	31
cohen	11
cohesion	14
cointegration	12
cole	11
colette	10
colin	29
collaboration	36
collaborative	20
collective	37
college	14
colombia	53
colonial	21
colson	15
combine	13499
combining	11
combustion	12
comme	10
comment	22
commentary	13
commerce	36
commercial	25
commercialization	10
commitment	21
commodity	17
common	48
communication	31
communications	22
communities	26
community	79
como	20
companies	35
companion	10
company	14
comparative	102
comparing	23
comparison	67
compensation	22
competing	17
competition	107
competitive	63
competitiveness	27
complete	13499
complex	82
complexity	17
compliance	18
components	94
composite	14
composition	18
comprehensive	18
comptabilité	10
computation	18
computational	94
compute	19
computer	16
computing	22
con	31
concentration	17
concept	17
concepts	11
conceptual	19
condensed	40
conditional	24
conditions	46
conference	177
conference_paper	66
conferencecontribution	13500
conferencepaper	13500
conferenceproceedings	13500
confidence	13
conflict	52
conflicts	10
congestion	11
congo	19
congress	37
connexionist	12
consensus	18
consequences	44
conservation	25
considerations	10
consistent	12
consommation	13
constantin	17
constrained	16
constraints	47
construction	21
consumer	113
consumers	41
consumption	118
contagion	14
contaminated	13
conte	10
contemporary	23
content	16
context	30
contingent	13
continue	10
continuous	29
contract	23
contracts	45
contribuciones	149
contribution	35
contributions	22
contributiontoperiodical	13500
control	110
controlled	12
controlling	15
controls	11
contrôle	23
conventional	10
convergence	31
cools	27
cooman	12
cooperation	37
cooperative	17
coordination	19
copula	12
corak	11
core	23
corina	12
corn	17
cornelia	11
corporate	117
corpus	12
correlation	20
corridor	11
corruption	45
corsetti	20
corsi	11
corvinus	216
cost	117
costa	38
costs	85
cotton	11
council	11
count	10
counting	18
countries	214
country	88
couples	11
coupling	13
courant	10
covariance	18
coverage	10
cow	10
cowles	16
cox	19
crabbe	12
craig	14
crawford	16
create	12
creates	26
creating	18
creation	14
creative	10
creativity	14
crecimiento	16
credibility	13
credit	112
crime	16
criminal	26
crise	28
crises	47
crisis	250
cristian	12
cristina	45
