197894
#term	doc freq	idx
0	4421	0
0'005	1	1
0'05	1	2
0,01â	2	3
0,05	1	4
0,1	3	5
0,15	2	6
0,15g	2	7
0,2	1	8
0,25	7	9
0,30	1	10
0,30â	2	11
0,35	1	12
0,40	1	13
0,41	1	14
0,5	7	15
0,50	2	16
0,500l	1	17
0,50â	2	18
0,5kg	3	19
0,7	1	20
0,9	1	21
0,94	1	22
0,95	6	23
0,96	1	24
0.0	28	25
0.0.0.0	3	26
0.00	134	27
0.0001	1	28
0.0005	1	29
0.00098	1	30
0.000lux	1	31
0.001	6	32
0.001g	2	33
0.0025	1	34
0.00281	1	35
0.003	1	36
0.004584	1	37
0.005	3	38
0.006	1	39
0.0062	1	40
0.008	1	41
0.0088w	1	42
0.008lux	1	43
0.00us	2	44
0.01	147	45
0.016	2	46
0.01c	1	47
0.01g	2	48
0.01s	3	49
0.02	14	50
0.020	1	51
0.03	6	52
0.030	1	53
0.034	1	54
0.035	1	55
0.037in	1	56
0.039	6	57
0.0393	29	58
0.03937inch	1	59
0.0394	6	60
0.039inch	6	61
0.04	16	62
0.044	1	63
0.045	1	64
0.045w	1	65
0.048inc	1	66
0.04kg	1	67
0.05	41	68
0.05fl	1	69
0.05g	2	70
0.05kg	1	71
0.05lux	2	72
0.05mpa	1	73
0.06	51	74
0.061	1	75
0.062	2	76
0.063	2	77
0.065	1	78
0.06inch	1	79
0.07	7	80
0.078kg	2	81
0.08	7	82
0.083	1	83
0.088	1	84
0.08mb	1	85
0.09	8	86
0.099	1	87
0.1	112	88
0.10	44	89
0.100	1	90
0.1000	5	91
0.1025	1	92
0.105mm	1	93
0.11	14	94
0.1100	1	95
0.11fl	1	96
0.11â	1	97
0.12	9	98
0.120	1	99
0.1200	3	100
0.12a	1	101
0.12second	1	102
0.12x	1	103
0.13	7	104
0.1300	1	105
0.131	1	106
0.13oz	2	107
0.14	6	108
0.14a	1	109
0.14kg	1	110
0.15	25	111
0.1500	1	112
0.15kg	1	113
0.16	9	114
0.1600	1	115
0.16inch	1	116
0.16mm	2	117
0.17	8	118
0.1700	1	119
0.17oz	2	120
0.18	5	121
0.1800	14	122
0.185m	1	123
0.18x8mm	1	124
0.19	7	125
0.1900	1	126
0.19inch	1	127
0.1a	1	128
0.1c	1	129
0.1db	3	130
0.1fl	1	131
0.1g	1	132
0.1hpa	2	133
0.1khz	5	134
0.1lux	3	135
0.1ml	1	136
0.1mm	5	137
0.1mpa	1	138
0.1oz	7	139
0.1s	2	140
0.1v	1	141
0.1w	1	142
0.1â	8	143
0.2	103	144
0.20	20	145
0.2000	17	146
0.2087	1	147
0.20kg	1	148
0.20mm	1	149
0.20x15mm	1	150
0.20x30mm	2	151
0.20x40mm	2	152
0.20x50mm	2	153
0.21	4	154
0.210	2	155
0.2100	1	156
0.213	1	157
0.21a	1	158
0.22	2	159
0.2200	1	160
0.23	3	161
0.235	1	162
0.2373	1	163
0.23floz	1	164
0.23oz	1	165
0.24	7	166
0.2400	1	167
0.2411	1	168
0.24oz	2	169
0.25	161	170
0.2500	4	171
0.256	1	172
0.25ct	1	173
0.25mm	1	174
0.25p	2	175
0.25x13mmï	1	176
0.25x15mm	1	177
0.25x30mm	2	178
0.25x40mm	2	179
0.25x50mm	2	180
0.25x60mm	1	181
0.25â	1	182
0.26	2	183
0.2600	1	184
0.265mm	1	185
0.2700	1	186
0.28	11	187
0.28oz	1	188
0.29	9	189
0.2cm	2	190
0.2db	1	191
0.2f	1	192
0.2g	1	193
0.2mm	4	194
0.2mpa	2	195
0.2oz	1	196
0.2s	2	197
0.2uv	1	198
0.2w	1	199
0.2x	2	200
0.2â	8	201
0.2âµv	1	202
0.3	91	203
0.30	28	204
0.3000	9	205
0.303â	1	206
0.305	1	207
0.30ctw	1	208
0.30mm	1	209
0.30x25mm	1	210
0.30x30mm	2	211
0.30x40mm	3	212
0.30x50mm	3	213
0.30x60mm	1	214
0.31	8	215
0.3100	4	216
0.3162	1	217
0.32	7	218
0.3200	2	219
0.325fl	1	220
0.32cm	1	221
0.32â	1	222
0.33	10	223
0.335	2	224
0.33in	1	225
0.33lbs	1	226
0.34	9	227
0.3403	1	228
0.35	30	229
0.350	1	230
0.3500	4	231
0.350mm	1	232
0.351	1	233
0.35a	3	234
0.35m	1	235
0.35mm	2	236
0.35oz	1	237
0.35x40mm	1	238
0.35x50mm	2	239
0.362	1	240
0.37	19	241
0.38	10	242
0.39	22	243
0.3900	3	244
0.393	8	245
0.3937	3	246
0.3937inch	1	247
0.39inch	3	248
0.3a	3	249
0.3cm	3	250
0.3db	2	251
0.3in	1	252
0.3kg	1	253
0.3m	1	254
0.3mm	4	255
0.3mp	7	256
0.3mï	2	257
0.3s	2	258
0.3â	3	259
0.4	84	260
0.40	29	261
0.4000	9	262
0.406â	4	263
0.40ct	1	264
0.40ctw	1	265
0.40â	1	266
0.41	6	267
0.41in	1	268
0.41rr	1	269
0.42	2	270
0.425	2	271
0.42oz	4	272
0.43	2	273
0.43c	1	274
0.43ct	1	275
0.43inch	1	276
0.43x	1	277
0.44	7	278
0.4400	6	279
0.44in	1	280
0.45	32	281
0.4500	7	282
0.45a	1	283
0.45x	3	284
0.46	12	285
0.460	1	286
0.4600	1	287
0.46oz	2	288
0.46â	1	289
0.47	15	290
0.4700	2	291
0.47cm	1	292
0.47in	1	293
0.47inch	2	294
0.47uf	1	295
0.48	13	296
0.4899	1	297
0.48cm	1	298
0.48ct	1	299
0.48db	2	300
0.49	107	301
0.4900	1	302
0.4cm	1	303
0.4db	1	304
0.4g	2	305
0.4in	2	306
0.4inch	1	307
0.4mm	2	308
0.4s	2	309
0.5	136	310
0.50	363	311
0.5000	16	312
0.501	1	313
0.50ctw	1	314
0.50mm	1	315
0.50p	3	316
0.51	19	317
0.5100	1	318
0.512	1	319
0.51in	1	320
0.51inch	2	321
0.52	4	322
0.52in	1	323
0.53	2	324
0.53oz	1	325
0.54	3	326
0.5400	9	327
0.55	59	328
0.5500	11	329
0.55ct	1	330
0.55inch	1	331
0.55ms	1	332
0.55â	4	333
0.56	3	334
0.5625	1	335
0.57	5	336
0.5700	3	337
0.58	3	338
0.5800	6	339
0.586	1	340
0.58kg	2	341
0.59	8	342
0.59x	1	343
0.5a	1	344
0.5c	1	345
0.5centi	1	346
0.5ct	1	347
0.5d	1	348
0.5db	1	349
0.5fl	2	350
0.5floz	1	351
0.5g	2	352
0.5in	6	353
0.5inch	1	354
0.5kg	4	355
0.5lb	2	356
0.5m	3	357
0.5ml	2	358
0.5mm	4	359
0.5mmâ	3	360
0.5mpa	1	361
0.5ms	1	362
0.5oz	11	363
0.5s	2	364
0.5v	2	365
0.5w	3	366
0.5x	1	367
0.5â	5	368
0.6	104	369
0.60	26	370
0.6000	24	371
0.61	6	372
0.615	1	373
0.61x1.52m	1	374
0.62	4	375
0.6200	1	376
0.625	2	377
0.63	9	378
0.6300	3	379
0.633	1	380
0.64	4	381
0.65	26	382
0.6500	3	383
0.66	1	384
0.6600	2	385
0.67	4	386
0.675	1	387
0.67inches	1	388
0.67kg	1	389
0.67ml	1	390
0.68	3	391
0.680	1	392
0.684	1	393
0.6875	1	394
0.68x	1	395
