50002
#term	doc freq	idx
0	6159	0
00	3705	1
00023	1	2
00024	3	3
00026	26	4
00027	2	5
00028	96	6
00478569	1	7
009	1	8
00am	128	9
00bama	1	10
00pm	873	11
00s	1	12
01	4424	13
01.12.2000	1	14
0101	17	15
0104	1	16
0105	1	17
0106	1	18
012	21	19
01am	651	20
01fran10	1	21
01pm	16	22
02	4288	23
0201	1	24
0202	2	25
0203	6	26
0205	3	27
0206	2	28
02am	50	29
03	4656	30
03.12.2008	3	31
03.14.2012	2	32
03.19.2008	3	33
03.21.2012	2	34
03.26.2008	3	35
03.28.2012	4	36
0308	1	37
04	5074	38
04.02.2008	3	39
04.04.2012	2	40
04.07.1999	1	41
04.09.2008	3	42
04.11.2012	3	43
04.14.1999	1	44
04.16.2008	3	45
04.18.2012	2	46
04.21.1999	1	47
04.23.2008	3	48
04.25.2012	2	49
04.27.2011	1	50
0402	1	51
0408	2	52
05	3761	53
05.04.2011	1	54
05.11.2011	1	55
05.18.2011	1	56
05.25.2011	1	57
06	3740	58
06.01.2011	1	59
06.08.2011	1	60
06.16.1999	1	61
06.23.1999	1	62
07	3458	63
07.07.1999	1	64
07.14.1999	1	65
07.21.1999	1	66
07.28.1999	1	67
08	2721	68
0822	1	69
09	1957	70
09.25.2013	5	71
09.26.2012	2	72
09072	4	73
09078	36	74
09079	36	75
09080	36	76
09081	30	77
09082	202	78
09083	200	79
09084	197	80
09085	141	81
0lympiad	1	82
0lympic	3	83
1	4613	84
1,000	2	85
1,001	1	86
1,002	2	87
1,004	1	88
1,009	1	89
1,010	1	90
1,011	1	91
1,013	1	92
1,014	2	93
1,016	1	94
1,017	1	95
1,018	1	96
1,020	2	97
1,021	1	98
1,024	2	99
1,026	2	100
1,029	1	101
1,032	1	102
1,033	2	103
1,036	1	104
1,039	3	105
1,040	1	106
1,041	1	107
1,045	1	108
1,047	4	109
1,048	4	110
1,049	1	111
1,050	1	112
1,056	2	113
1,057	5	114
1,058	6	115
1,059	3	116
1,063	7	117
1,064	2	118
1,073	4	119
1,075	1	120
1,076	1	121
1,077	23	122
1,078	1	123
1,079	6	124
1,081	1	125
1,085	1	126
1,086	3	127
1,087	1	128
1,087,048	1	129
1,087,092	1	130
1,087,223	1	131
1,087,667	1	132
1,088	18	133
1,088,182	1	134
1,088,319	1	135
1,089	4	136
1,090	2	137
1,092	4	138
1,093	1	139
1,094	1	140
1,095	1	141
1,101	1	142
1,105	2	143
1,111	1	144
1,112	2	145
1,113	1	146
1,115	2	147
1,116	2	148
1,120	4	149
1,123,591	1	150
1,125	1	151
1,128	1	152
1,132	1	153
1,133,313	1	154
1,137	5	155
1,138	2	156
1,142	1	157
1,144	2	158
1,149	1	159
1,150	4	160
1,157	4	161
1,160	2	162
1,162	2	163
1,163	1	164
1,168	2	165
1,173	4	166
1,174	21	167
1,176	2	168
1,177	3	169
1,178,766	1	170
