0	284
00	814
01	857
02	746
03	695
04	573
05	628
06	573
0691128276	18
07	537
08	625
09	650
1	7916
1,2	56
1,2,3	14
1,3	10
1.0	41
1.1	7532
1.1.1	1728
1.1.1.1	36
1.1.1.2	11
1.1.2	1152
1.1.2.1	69
1.1.2.2	49
1.1.2.3	34
1.1.2.4	16
1.1.3	374
1.1.3.1	35
1.1.3.2	24
1.1.3.3	14
1.1.4	101
1.1.4.1	10
1.1.5	33
1.10	15
1.2	6381
1.2.1	2457
1.2.1.1	274
1.2.1.2	201
1.2.1.3	125
1.2.1.4	54
1.2.1.5	30
1.2.2	1152
1.2.2.1	177
1.2.2.2	99
1.2.2.3	54
1.2.2.4	22
1.2.3	383
1.2.3.1	43
1.2.3.2	30
1.2.3.3	11
1.2.4	122
1.2.4.1	14
1.2.5	26
1.3	4259
1.3.1	2387
1.3.1.1	199
1.3.1.2	132
1.3.1.3	61
1.3.1.4	22
1.3.2	1567
1.3.2.1	69
1.3.2.2	37
1.3.2.3	18
1.3.3	866
1.3.3.1	19
1.3.3.2	12
1.3.4	396
1.3.5	137
1.3.6	39
1.3.7	10
1.4	2234
1.4.1	986
1.4.1.1	55
1.4.1.2	29
1.4.1.3	10
1.4.2	605
1.4.2.1	17
1.4.2.2	10
1.4.3	329
1.4.4	148
1.4.5	65
1.4.6	27
1.5	1111
1.5.1	264
1.5.1.1	21
1.5.1.2	10
1.5.2	126
1.5.3	55
1.5.4	17
1.6	546
1.6.1	81
1.6.2	40
1.6.3	19
1.7	273
1.7.1	12
1.8	104
1.9	27
10	2557
10,000	13
10.1	177
10.1.1	23
10.2	117
10.2.1	47
10.2.2	15
10.3	62
10.3.1	32
10.3.2	18
10.4	21
100	134
100,000	10
1000	274
101	31
102	12
104	17
105	12
106	14
107	10
108	11
109	22
10937	12
10th	33
11	1560
11.1	138
11.1.1	23
11.1.2	16
11.2	86
11.2.1	38
11.2.2	16
11.3	31
11.3.1	22
110	18
111	18
113	16
114	12
115	12
116	15
117	16
1170	11
118	10
119	22
11th	25
12	1441
12.1	120
12.1.1	15
12.2	86
12.2.1	36
12.2.2	11
12.3	34
12.3.1	16
120	16
121	15
124	12
125	19
126	17
127	15
128	13
129	13
12th	22
13	1405
13.1	103
13.1.1	17
13.2	79
13.2.1	32
13.2.2	10
13.3	31
13.3.1	17
13.4	12
130	14
132	13
133	17
1350	14
138	12
139	10
13th	82
14	1634
14.1	86
14.1.1	12
14.2	60
14.2.1	24
14.2.2	11
14.3	23
14.3.1	17
14.3.2	11
140	19
1400	13
141	14
142	10
143	16
145	14
146	14
1470	13
148	11
1485	47
14th	76
15	1476
15.1	71
15.1.1	10
15.2	44
15.2.1	16
