67883
#term	doc freq	idx
0	3524	0
0,1249,380014358,00	1	1
0,6	2	2
0.0	40	3
0.00	66	4
0.00005	1	5
0.01	1	6
0.012	2	7
0.05	2	8
0.1	6	9
0.116	1	10
0.121	1	11
0.13	3	12
0.15	2	13
0.196	1	14
0.2	16	15
0.20	1	16
0.24	1	17
0.25	1	18
0.3	21	19
0.30	5	20
0.4	17	21
0.416	1	22
0.427	2	23
0.43	2	24
0.45	3	25
0.46	1	26
0.49	2	27
0.5	15	28
0.508	2	29
0.526	5	30
0.533	1	31
0.6	27	32
0.60	5	33
0.61	3	34
0.64	7	35
0.65	1	36
0.67	2	37
0.69	10	38
0.7	6	39
0.71	2	40
0.74	2	41
0.75	3	42
0.77	4	43
0.78	5	44
0.79	4	45
0.8	5	46
0.80	7	47
0.808	5	48
0.81	5	49
0.82	24	50
0.83	4	51
0.84	15	52
0.85	3	53
0.88	6	54
0.89	4	55
0.9	4	56
0.90	3	57
0.91	6	58
0.92	13	59
0.94	5	60
0.95	7	61
0.96	2	62
0.97	4	63
0.99	1	64
00	944	65
00.40	1	66
00.60	1	67
00.62	1	68
000	11	69
000000001	1	70
001	33	71
007	4	72
00am	1	73
00pm	2	74
01	463	75
01.08	1	76
01.20	1	77
01.20.12	1	78
01.24	1	79
010313	2	80
010713	3	81
010813	3	82
010913	2	83
011013	3	84
011113	1	85
011211	10	86
011313	2	87
011511	1	88
011613	5	89
011813	2	90
011912	1	91
011913	4	92
012013	2	93
012112	1	94
012113	2	95
012213	2	96
012512	1	97
012513	2	98
012613	2	99
012713	8	100
012812_ufc_evans_v_davis_celebrity_bw_g1_20120129161156496_107_80	1	101
012812_ufc_evans_v_davis_celebrity_bw_g1_20120129161156496_600_400	1	102
012813	1	103
012913	3	104
013	1	105
013013	3	106
013113	35	107
0162	1	108
01pm	1	109
02	576	110
02.22.11	4	111
020213	3	112
020313	7	113
020513	29	114
020613	6	115
020713	10	116
020813	2	117
021012	2	118
021013	3	119
021412	3	120
021413	3	121
021513	7	122
021612	1	123
021613	5	124
021713	1	125
021813	1	126
022012	1	127
022013	3	128
022113	9	129
022213	2	130
022312	3	131
022313	2	132
022413	6	133
022512	1	134
022513	2	135
022613	7	136
03	1501	137
03.00	1	138
03.07.11	11	139
03.08	1	140
03.12.13	1	141
03.17.13	1	142
03.22.13	6	143
03.24.13	1	144
03.29.12	6	145
03.29.13	1	146
030213	5	147
030310	5	148
030313	3	149
030413	2	150
030512	1	151
030613	3	152
030712	1	153
030713	1	154
030810	15	155
030813	3	156
030911	1	157
030913	4	158
031013	5	159
031113	4	160
031213	2	161
031312	1	162
031313	6	163
031412	1	164
031413	3	165
031513	3	166
031613	10	167
031713	5	168
031813	18	169
031912	1	170
032113	6	171
032213	32	172
032313	11	173
032413	25	174
032513	18	175
032612	1	176
032613	2	177
032712	1	178
032713	16	179
032813	19	180
032913	29	181
033013	23	182
033112	1	183
033113	47	184
03820bff6033	1	185
04	6355	186
04.03.13	1	187
04.05.12	6	188
04.2	1	189
040113	1	190
040213	4	191
040313	48	192
040413	171	193
040513	183	194
040611	2	195
040613	74	196
040713	289	197
040811	2	198
040813	89	199
040913	53	200
041013	122	201
041113	255	202
041212	30	203
041213	229	204
04122013	12	205
0413	1	206
041312	8	207
041313	152	208
041413	183	209
041513	1	210
042012	1	211
042112	1	212
0463aea1	7	213
04am	2	214
05	1733	215
05.06	1	216
050412	1	217
051111	1	218
051510	3	219
051811	1	220
052512	1	221
0542	1	222
056	2	223
059	2	224
05s	1	225
06	1251	226
060	1	227
060912	1	228
061111	2	229
061511	1	230
061611	1	231
062212	2	232
062312	1	233
062610	1	234
062612	5	235
063	8	236
0662	2	237
067	8	238
069	5	239
07	1661	240
07.01	1	241
07.13	1	242
07.27	1	243
07.2794	3	244
07.28	1	245
07.3	1	246
07.50	1	247
07.6962	3	248
07.89	1	249
070512	2	250
0707	1	251
071	7	252
071112	2	253
071912	2	254
072	5	255
072312	1	256
072711	1	257
073	5	258
074	5	259
076	5	260
077	5	261
08	1829	262
08.14	1	263
08.20	1	264
08.5540	1	265
080	1	266
080812	2	267
0809	2	268
081512	2	269
082711	2	270
082912	2	271
083	18	272
084	5	273
086	9	274
087	1	275
089	5	276
09	1055	277
09.87	1	278
09.92	1	279
0900	1	280
090412	2	281
090512	8	282
090612	3	283
090712	3	284
090811	1	285
091	18	286
091111	1	287
091112	2	288
091212	2	289
091611	2	290
092012	5	291
092612	1	292
092710	8	293
092712	2	294
093	5	295
0930	1	296
093012	2	297
097	2	298
09am	1	299
0at	8	300
0singlesjan	2	301
1	7730	302
1,00	1	303
1,000	265	304
1,000,000	2	305
1,000th	34	306
1,001	2	307
1,009	1	308
1,011	1	309
1,012	1	310
1,013	2	311
1,017	1	312
1,021	1	313
1,032	1	314
1,034	1	315
1,036	3	316
1,038,784	1	317
1,042	1	318
1,045	2	319
1,047	2	320
1,050	1	321
1,052	1	322
1,057	5	323
1,060	8	324
1,062	1	325
1,066	1	326
1,069	5	327
1,071	3	328
1,075	1	329
1,078	1	330
1,079.50	1	331
1,083	2	332
1,087	1	333
1,093	3	334
1,094	1	335
1,095	1	336
1,096	1	337
1,098	3	338
1,100	2	339
1,100th	2	340
1,101	2	341
1,103	1	342
1,115,881	1	343
1,116	1	344
1,116,000	3	345
1,117	1	346
1,137	5	347
1,139,700	1	348
1,143	1	349
1,146	7	350
1,150	6	351
1,151	2	352
1,154	1	353
1,157	6	354
1,167	1	355
1,168	1	356
1,172	1	357
1,181.10	1	358
1,186	1	359
1,200	8	360
1,201	1	361
1,207	4	362
1,214	1	363
1,219	1	364
1,221	1	365
1,225,350	1	366
1,230	1	367
1,242	1	368
1,243,750	1	369
1,244	2	370
1,250	1	371
1,260	6	372
1,264	1	373
1,267	5	374
1,268	1	375
1,269,610	1	376
1,271	1	377
1,275	1	378
1,275,000	2	379
1,275,767	1	380
1,278	1	381
1,280	1	382
1,296,809	1	383
1,299	1	384
1,300	1	385
1,300,000	1	386
1,300th	2	387
1,301	3	388
1,302	1	389
1,304	1	390
1,305,540	1	391
1,307	2	392
1,312	2	393
1,322	6	394
1,322,327	1	395
1,329	1	396
1,333,262	1	397
1,335	1	398
1,343	6	399
1,350	1	400
1,350,000	1	401
1,351	2	402
1,355	1	403
1,362	2	404
1,372nd	1	405
1,382	1	406
1,389	4	407
1,392	5	408
1,400	8	409
1,403	1	410
1,405	5	411
1,410	1	412
1,415	1	413
1,422,786	1	414
1,425	1	415
1,432	1	416
1,447	1	417
1,449	5	418
1,451	1	419
1,452	5	420
1,465,308	1	421
1,480	3	422
1,489	5	423
1,490	1	424
1,494	1	425
1,495	1	426
1,498	2	427
1,500	42	428
1,519	2	429
1,523	5	430
1,533,898	1	431
1,536	1	432
1,537	1	433
1,541	1	434
1,545	1	435
1,545,356	1	436
1,549	1	437
1,550th	1	438
1,564	1	439
1,572	1	440
1,590	2	441
1,600	22	442
1,606	1	443
1,613,390	1	444
1,617	2	445
1,618	3	446
1,618,015	1	447
1,625,000	1	448
1,629,169	1	449
1,645	1	450
1,646	1	451
1,650	11	452
1,654,358	1	453
1,660	5	454
1,679	1	455
1,680	3	456
1,682	1	457
1,693	4	458
1,693.60	1	459
1,700	3	460
1,704	5	461
1,705,437	1	462
1,708	1	463
1,710	1	464
1,731	1	465
1,750	3	466
1,756	5	467
1,781	5	468
1,799	1	469
1,800	3	470
1,811	6	471
1,811,831	1	472
1,812	4	473
1,815	6	474
1,818	5	475
1,824	5	476
1,825,661	1	477
1,838,305.20	1	478
1,864,669	1	479
1,883	1	480
1,884	5	481
1,900	3	482
1,915.60	1	483
1,949	4	484
1,951	4	485
1,979	5	486
1,981	1	487
1,997	3	488
1,998	1	489
1.0	49	490
1.00	7	491
1.000	2	492
1.01	2	493
1.02	13	494
1.03	5	495
1.04	8	496
1.041	2	497
1.042	5	498
1.05	15	499
1.055	1	500
1.06	8	501
1.07	3	502
1.08	8	503
1.09	2	504
1.094	6	505
1.1	17	506
1.10	15	507
1.100	2	508
1.11	6	509
1.12	4	510
1.120	4	511
1.13	17	512
1.139	1	513
1.14	4	514
1.15	17	515
1.159	1	516
1.16	2	517
1.169	1	518
1.17	4	519
1.18	15	520
1.19	2	521
1.192	4	522
1.2	23	523
1.20	13	524
1.21	14	525
1.22	3	526
1.23	4	527
1.234	1	528
1.24	18	529
1.25	21	530
1.26	6	531
1.27	8	532
1.28	3	533
1.29	18	534
1.2m	44	535
1.3	32	536
1.30	3	537
1.31	2	538
1.32	7	539
1.33	16	540
1.34	3	541
1.35	13	542
1.36	3	543
1.37	3	544
1.375	3	545
1.38	11	546
1.39	3	547
1.4	8	548
1.40	3	549
1.41	10	550
1.42	22	551
1.43	5	552
1.44	5	553
1.45	1	554
1.46	6	555
1.47	2	556
1.48	6	557
1.49	5	558
1.5	72	559
1.50	51	560
1.51	1	561
1.52	9	562
1.53	8	563
1.54	2	564
1.55	6	565
1.56	4	566
1.57	2	567
1.58	15	568
1.59	21	569
1.6	19	570
1.60	16	571
1.61	2	572
1.62	12	573
1.63	3	574
1.64	11	575
1.65	6	576
1.67	1	577
1.68	3	578
1.69	7	579
1.7	11	580
1.70	6	581
1.71	1	582
1.72	10	583
1.724	2	584
