107663
#term	doc freq	idx
0	225	0
0,000	1	1
0,1	3	2
0.0	18	3
0.000001	1	4
0.000009	1	5
0.00001	2	6
0.00009	1	7
0.0009	1	8
0.001	2	9
0.00136	1	10
0.003	2	11
0.009	1	12
0.01	2	13
0.02	1	14
0.03	2	15
0.035	1	16
0.06	2	17
0.07	1	18
0.0705	1	19
0.077	3	20
0.09	3	21
0.1	39	22
0.10	1	23
0.13	2	24
0.17	4	25
0.17855	1	26
0.18	1	27
0.2	35	28
0.24	1	29
0.25	1	30
0.3	40	31
0.33	1	32
0.36	1	33
0.38	2	34
0.386	1	35
0.3937	1	36
0.4	39	37
0.44	4	38
0.45	1	39
0.452	1	40
0.5	43	41
0.534	1	42
0.553	1	43
0.5625	2	44
0.6	32	45
0.62	1	46
0.654	1	47
0.674	1	48
0.675	1	49
0.7	30	50
0.75	1	51
0.77	2	52
0.8	24	53
0.8085	1	54
0.817	1	55
0.85	1	56
0.862	1	57
0.88	1	58
0.89990	1	59
0.9	23	60
0.971	2	61
00	44	62
00.0	3	63
00.04	1	64
00.08	2	65
00.1	1	66
00.17	1	67
00.2	2	68
00.25	3	69
00.3	1	70
00.4	1	71
00.48	1	72
00.5	2	73
00.60	4	74
00.7	1	75
00.73	1	76
00.77	1	77
00.8	2	78
00.83	5	79
00.88	2	80
00.89	1	81
000	4	82
0000	6	83
0001	1	84
001	1	85
0010	1	86
0052	1	87
0057	1	88
007	1	89
01	21	90
01.1	2	91
01.17	1	92
01.2	2	93
01.39	1	94
01.5	2	95
01.52	1	96
01.54	5	97
01.56	1	98
01.57	1	99
01.6	1	100
01.61	1	101
01.63	5	102
01.65	1	103
01.78	1	104
01.8	1	105
0100	7	106
0101	3	107
0105	1	108
0108	1	109
011	1	110
012	1	111
0144	1	112
02	11	113
02,04	1	114
02.0	1	115
02.01	1	116
02.02	2	117
02.04	1	118
02.05	3	119
02.19	1	120
02.2	1	121
02.20	1	122
02.363	1	123
02.4	3	124
02.40	3	125
02.5	1	126
02.58	5	127
02.6	1	128
02.63	17	129
02.69	1	130
02.77	1	131
02.78	2	132
02.80	1	133
0200	3	134
021	2	135
02109	1	136
02116	3	137
02125	1	138
0219	1	139
022	1	140
0247	1	141
0253	1	142
03	15	143
03.0	2	144
03.02	5	145
03.05	1	146
03.17	2	147
03.2	2	148
03.22	1	149
03.29	2	150
03.3	2	151
03.4	3	152
03.49	5	153
03.52	1	154
03.58	1	155
03.70	1	156
03.74	1	157
03.8	2	158
03.80	1	159
03.82	1	160
03.84	1	161
03.85	1	162
03.9	2	163
03.973	1	164
0300	5	165
0311	2	166
0312	2	167
0332	1	168
0350	2	169
04	21	170
04.0	1	171
04.03	1	172
04.11	1	173
04.18	1	174
04.2	1	175
04.258	1	176
04.35	2	177
04.39	1	178
04.6	2	179
04.64	1	180
04.72	1	181
04.8	1	182
04.81	1	183
04.84	1	184
04.98	1	185
0400	4	186
0416	1	187
0428	1	188
0443	1	189
0464	1	190
04713	1	191
0488	1	192
05	13	193
05.0	2	194
05.10	6	195
05.15	1	196
05.16	2	197
05.17	1	198
05.24	1	199
05.27	1	200
05.3	1	201
05.4	2	202
05.50	1	203
05.51	1	204
05.548	1	205
05.59	1	206
05.6	1	207
05.81	5	208
05.92	3	209
05.94	1	210
0500	6	211
0540	1	212
06	14	213
06.0	1	214
06.00	1	215
06.1	1	216
06.11	4	217
06.15	1	218
06.16	1	219
06.2	2	220
06.22	1	221
06.23	1	222
06.26	1	223
06.3	1	224
06.37	2	225
06.4	2	226
06.49	1	227
06.5	2	228
06.52	1	229
