20310
#term	doc freq	idx
0	9901	0
0.00	9901	1
0.06oz	2	2
0.21ml	2	3
0.4	8	4
0.5	1	5
0.6	4	6
0.7	6	7
0.75	1	8
0.8	18	9
0.8in	1	10
0.9	1	11
00	2	12
001	1	13
0026	1	14
00s	12	15
01	7	16
01,02	1	17
011	3	18
02	4	19
022	1	20
07pm	1	21
08	1	22
0806m	2	23
0806p	3	24
0806u	2	25
0807c	1	26
0807k	2	27
0808h	1	28
085	1	29
09	1	30
092	2	31
1	9901	32
1,600.00	1	33
1,755.00	1	34
1.0g	1	35
1.1	3	36
1.1in	1	37
1.2	6	38
1.20g	1	39
1.25in	1	40
1.27cm	1	41
1.2in	1	42
1.3cm	2	43
1.4	9	44
1.5	21	45
1.5cm	5	46
1.5g	1	47
1.5in	6	48
1.6	2	49
1.60m	49	50
1.7	2	51
1.74cm	3	52
1.75	1	53
1.75ml	2	54
1.8	7	55
1.8in	1	56
1.8ml	1	57
1.9	1	58
1.9in	2	59
10	2609	60
10.00	606	61
10.2	3	62
10.20	14	63
10.25	9	64
10.2cm	2	65
10.3cm	1	66
10.40	2	67
10.5	1	68
10.50	63	69
10.5cm	5	70
10.5oz	2	71
10.6	3	72
10.65	2	73
10.7	1	74
10.75oz	2	75
10.8	4	76
10.95	7	77
10.99	5	78
100	9901	79
100.00	205	80
1000	3	81
1005	2	82
100cm	1	83
100hc	2	84
100ml	13	85
100ww	3	86
101	4	87
101.00	2	88
101.50	5	89
1018	1	90
102	12	91
102.00	12	92
102.50	4	93
103.00	3	94
104.00	7	95
104cm	2	96
105.00	81	97
105.5cm	1	98
1055	1	99
105cm	1	100
105g	2	101
105mm	3	102
106.00	4	103
106cm	3	104
107.00	7	105
107.50	2	106
108.00	14	107
108wh	1	108
109.00	11	109
109.99	2	110
109cm	2	111
10atm	7	112
10cm	42	113
10g	2	114
10in	2	115
10ml	9	116
10mm	2	117
10oz	4	118
10th	1	119
11	60	120
11.00	120	121
11.20	1	122
11.25	6	123
11.25oz	1	124
11.4	2	125
11.4cm	1	126
11.5	6	127
11.50	123	128
11.55	1	129
11.5cm	13	130
11.5oz	1	131
11.75	2	132
11.75in	1	133
11.8	11	134
11.90	4	135
11.9oz	1	136
110	6	137
110.00	156	138
1102	1	139
110cm	5	140
110ml	1	141
111.00	10	142
112.00	8	143
112.50	1	144
112cm	1	145
113.00	10	146
113.50	2	147
1131	2	148
113g	1	149
114.00	6	150
114.99	1	151
114cm	1	152
115.00	107	153
116.00	5	154
117.00	6	155
118.00	2	156
118.50	3	157
118cm	3	158
118ml	4	159
119.00	24	160
119.50	2	161
11am	1	162
11cm	32	163
11pm	1	164
12	153	165
12.00	634	166
12.2	4	167
12.24	3	168
12.2in	1	169
12.4cm	2	170
12.4in	2	171
12.5	19	172
12.50	114	173
12.5cm	13	174
12.5in	2	175
12.5ml	1	176
12.5oz	3	177
12.6	2	178
12.7cm	2	179
12.7oz	1	180
12.8cm	1	181
12.9	2	182
12.95	12	183
12.99	2	184
120	6	185
120.00	133	186
120620	1	187
120ml	14	188
121.00	7	189
121.50	1	190
1217	1	191
121704	2	192
121720	3	193
122.00	8	194
122.50	2	195
123.00	3	196
123.50	1	197
124.00	5	198
124.50	1	199
124656	1	200
125	4	201
125.00	102	202
125.50	1	203
125ml	16	204
126.00	8	205
126.50	6	206
127.00	9	207
127.50	1	208
127.5cm	1	209
128.00	2	210
128cm	1	211
129.00	35	212
129.99	2	213
12cm	25	214
12in	1	215
12oz	1	216
13	62	217
13.00	101	218
13.1	2	219
13.2	3	220
13.25	6	221
13.2cm	2	222
13.3	1	223
13.3cm	1	224
13.45	1	225
13.50	55	226
13.5cm	12	227
13.5in	1	228
13.5oz	2	229
13.75in	2	230
13.8	1	231
13.9	3	232
13.95	6	233
130.00	81	234
130.50	1	235
130cm	2	236
131.00	1	237
132.00	10	238
132cm	1	239
133.00	6	240
133.50	1	241
134.00	8	242
134cm	1	243
135.00	76	244
135.50	1	245
136.00	1	246
137.00	3	247
138.00	16	248
139.00	26	249
139.99	2	250
13cm	32	251
14	134	252
14.00	266	253
14.2	1	254
14.25	1	255
14.40	2	256
14.5	2	257
14.50	60	258
14.5cm	4	259
14.5in	3	260
14.6	1	261
14.7	1	262
14.75in	3	263
14.9	1	264
14.95	8	265
14.99	11	266
140	2	267
140.00	46	268
140116	2	269
140165	2	270
140g	1	271
141.00	2	272
142.00	3	273
142203	2	274
142285	1	275
142433	2	276
142732	1	277
143.00	3	278
143.50	2	279
143259	1	280
143523	1	281
144.00	2	282
144643	1	283
144cm	1	284
145.00	57	285
145.50	1	286
145568	1	287
145573	1	288
145579	1	289
145596	1	290
145598	1	291
145609	1	292
145cm	1	293
146.00	3	294
146875	1	295
147.00	3	296
147.5cm	1	297
147184	1	298
147185	1	299
147256	2	300
147263	1	301
14743	3	302
148.00	9	303
148.50	2	304
148681	1	305
148ml	11	306
149.00	25	307
149.99	1	308
14cm	36	309
14ct	1	310
14ml	3	311
14oz	1	312
14pm	1	313
15	209	314
15.00	481	315
15.1	1	316
15.2	2	317
15.2cm	1	318
15.3	1	319
15.5	1	320
15.50	26	321
15.5cm	1	322
15.5in	5	323
15.7	2	324
15.75in	3	325
15.99	2	326
150	4	327
150.00	133	328
150503	1	329
150704	1	330
150867	1	331
150938	2	332
150ml	32	333
151317	1	334
151934	1	335
152.00	1	336
152602	1	337
153	13	338
153.00	5	339
153439	1	340
153442	1	341
153577	1	342
154.00	4	343
154634	1	344
154830	1	345
154899	1	346
155.00	33	347
155145	2	348
155249	2	349
155267	1	350
155270	3	351
155301	1	352
155306	2	353
155315	2	354
155334	2	355
155347	1	356
155353	1	357
155366	1	358
155372	2	359
155524	1	360
155590	1	361
155647	1	362
155785	1	363
155882	1	364
156.00	9	365
157.00	1	366
157.50	1	367
157062	1	368
157073	2	369
157510	1	370
157906	1	371
158.00	12	372
158420	1	373
159.00	9	374
159241	1	375
159662	1	376
159668	1	377
15cm	13	378
15g	2	379
15in	1	380
15ml	26	381
15oz	2	382
16	79	383
16.00	455	384
16.1	1	385
16.25	2	386
16.50	92	387
16.5cm	2	388
16.5in	6	389
16.75in	1	390
16.7mm	2	391
16.9	2	392
16.95	8	393
16.99	2	394
16.9in	2	395
160.00	58	396
160147	1	397
160504	1	398
161.00	2	399
161628	2	400
161852	1	401
162.00	3	402
162409	3	403
162446	3	404
163237	1	405
163275	1	406
163284	1	407
163286	1	408
163309	1	409
163368	1	410
163372	1	411
163384	1	412
163499	1	413
163549	1	414
163594	1	415
164083	1	416
164298	1	417
165	10	418
165.00	50	419
165247	1	420
165249	1	421
165292	1	422
165361	1	423
165427	2	424
165497	1	425
165600	1	426
165634	1	427
165635	1	428
166371	4	429
167.00	3	430
167218	3	431
167693	2	432
167814	2	433
167926	1	434
168	60	435
168.00	11	436
168000	1	437
168433	1	438
168439	1	439
168471	1	440
168519	1	441
168742	1	442
168749	1	443
168952	2	444
169	3	445
169.00	5	446
169440	3	447
169509	1	448
169827	2	449
169r	2	450
16cm	22	451
16in	2	452
16m	1	453
17	62	454
17.00	105	455
17.25	2	456
17.25in	1	457
17.3	2	458
17.50	84	459
17.7	4	460
17.75in	1	461
17.9	1	462
17.95	2	463
17.99	6	464
170	96	465
170.00	40	466
170081	1	467
170422	1	468
170426	1	469
170527	1	470
170531	1	471
170576	2	472
170662	1	473
170cm	1	474
170g	2	475
170ml	1	476
171.00	1	477
171797	1	478
171798	1	479
172	2	480
172.00	5	481
172801	1	482
172897	1	483
172905	1	484
172913	2	485
172983	1	486
173	223	487
173.00	3	488
173303	1	489
173310	1	490
173376	1	491
173565	1	492
173969	2	493
174	20	494
174021	2	495
174353	2	496
174356	1	497
174782	1	498
175	499	499
175.00	33	500
175366	3	501
175368	1	502
1755	3	503
175740	2	504
175918	1	505
175987	1	506
175ml	1	507
176	314	508
176.50	9	509
176067	1	510
176084	1	511
176104	1	512
176132	2	513
176302	1	514
176554	1	515
176660	1	516
176904	1	517
177	2	518
177.00	1	519
177088	1	520
177191	2	521
177288	4	522
177293	2	523
177300	2	524
177303	8	525
177402	1	526
177451	1	527
177457	1	528
177509	1	529
1777	1	530
177779	1	531
177909	1	532
177918	1	533
177932	1	534
177ml	2	535
178	282	536
178.00	11	537
178320	2	538
178394	1	539
178517	1	540
178520	3	541
178521	1	542
178535	1	543
178643	1	544
178650	2	545
178707	1	546
178717	1	547
178906	1	548
178964	1	549
179	85	550
179.00	21	551
179308	1	552
179491	2	553
1797	1	554
179721	1	555
179769	1	556
179773	1	557
17cm	13	558
18	104	559
18.00	838	560
18.1	1	561
18.25	3	562
18.5	1	563
18.50	56	564
18.55	1	565
18.5cm	2	566
18.5in	1	567
18.8	1	568
18.9in	1	569
180	134	570
180.00	34	571
180388	1	572
180477	1	573
180524	1	574
180559	1	575
180566	2	576
180691	3	577
180760	3	578
180772	1	579
180778	1	580
180801	1	581
180816	2	582
180836	1	583
180904	1	584
180935	1	585
180981	1	586
180cm	1	587
181	16	588
181004	1	589
181400	1	590
181406	1	591
1815	1	592
181921	1	593
181cm	1	594
182	1	595
182.00	2	596
182081	1	597
182232	1	598
182235	1	599
182362	1	600
182739	1	601
182741	2	602
182747	1	603
182748	1	604
182749	1	605
182753	1	606
182755	1	607
182874	2	608
182895	4	609
183	128	610
183.50	2	611
183140	1	612
183241	2	613
183365	1	614
183386	3	615
183393	1	616
183404	1	617
183407	1	618
1836	54	619
183723	2	620
184	1	621
184.00	3	622
184212	1	623
184219	1	624
184668	1	625
184866	1	626
185.00	41	627
185.5	1183	628
185.50	2	629
185004	1	630
185396	3	631
185403	3	632
1855	1	633
185501	1	634
185822	1	635
185949	1	636
186.00	9	637
186158	2	638
186170	1	639
186172	1	640
186174	1	641
186186	1	642
1863	4	643
186552	1	644
186563	1	645
186571	1	646
186683	1	647
186901	1	648
187	102	649
187045	2	650
187062	2	651
1873	12	652
1874	15	653
187477	3	654
187488	3	655
187557	1	656
1876	6	657
188	811	658
188.00	3	659
1881	1	660
188215	1	661
188299	1	662
188305	1	663
188309	1	664
188324	1	665
188687	3	666
1887	27	667
188701	1	668
188723	1	669
1888	1	670
1889	22	671
188957	1	672
188984	1	673
189	1	674
189.00	9	675
189216	3	676
189233	3	677
189324	1	678
1894	18	679
1895	7	680
189625	1	681
189639	1	682
189710	1	683
189725	1	684
1898	11	685
18cm	6	686
18ct	9	687
18in	3	688
19	37	689
19.00	179	690
19.25	3	691
19.25in	1	692
19.5	1	693
19.50	47	694
19.5cm	1	695
19.75in	2	696
19.90	1	697
19.95	4	698
19.99	22	699
190.00	21	700
1900	7	701
1900s	10	702
1900s.the	3	703
190139	1	704
190309	1	705
190756	1	706
