3518
#term	doc freq	idx
0	41	0
00	131	1
000	2	2
01	95	3
03	27	4
039	6	5
04	60	6
05	27	7
08	89	8
1	139	9
10	969	10
100	2	11
108	969	12
109570	1	13
11	129	14
117160	1	15
117171	1	16
117234	1	17
117276	1	18
117593	1	19
117854	1	20
118354	1	21
118359	1	22
118387	1	23
118397	1	24
118515	1	25
12	121	26
123	1	27
1240819	1	28
1240878	1	29
1241296	1	30
1241474	1	31
1243084	1	32
131390	1	33
131405	1	34
131487	1	35
131547	1	36
131875	1	37
131883	1	38
132906	1	39
15	64	40
1567	1	41
16	27	42
1626	1	43
162805	1	44
162816	1	45
162890	1	46
162941	1	47
163243	1	48
17	20	49
177434	1	50
17797	1	51
18936	1	52
2	149	53
20	7	54
200	3	55
2011	838	56
2012	836	57
2013	133	58
2085	1	59
20th	1	60
21	5	61
22	5	62
225452	1	63
23	54	64
236213	1	65
2399	1	66
23rd	3	67
2403	1	68
2469	1	69
2481	1	70
25	135	71
251202	1	72
26	5	73
27	7	74
28	74	75
29	69	76
292163	1	77
295020	1	78
295036	1	79
295068	1	80
295079	1	81
295232	1	82
2980	1	83
2x4	5	84
3	140	85
30	82	86
30c	77	87
33	3	88
347057	1	89
347067	1	90
347131	1	91
347174	1	92
347482	1	93
35	67	94
3519	1	95
36	5	96
38	56	97
3d	9	98
4	133	99
40	7	100
4000	2	101
41	40	102
4328	1	103
437462	1	104
44	59	105
4417	1	106
46	1	107
47	75	108
5	43	109
50	1	110
52	5	111
53	78	112
54	7	113
55	21	114
56	68	115
57	69	116
5744	1	117
5746	1	118
58	1	119
59	1	120
6	101	121
62040	1	122
62045	1	123
62068	1	124
62083	1	125
62184	1	126
6c	54	127
6teen	6	128
7	133	129
71822	1	130
71831	1	131
71877	1	132
71899	1	133
72118	1	134
7c	59	135
8	133	136
83931	1	137
83944	1	138
83988	1	139
84008	1	140
84185	1	141
9	65	142
a	972	143
aardvark	1	144
abduct	1	145
abilities	108	146
ability	5	147
able	70	148
abnormal	2	149
aboard	5	150
about	70	151
abstract	4	152
absurd	2	153
abysus	3	154
academy	1	155
access	8	156
accessories	2	157
accidentally	7	158
accomplishment	1	159
ace	15	160
achilles	4	161
acme	4	162
acorn	4	163
