70933
#term	doc freq	idx
0	10172	0
0.0	4312	1
0.1	960	2
0.125	2	3
0.15	1	4
0.2	799	5
0.20	1	6
0.23	1	7
0.25	12	8
0.2g	1	9
0.3	790	10
0.333	3	11
0.333333	1	12
0.33333334	3	13
0.39	1	14
0.4	745	15
0.49	1	16
0.5	767	17
0.53	2	18
0.5g	1	19
0.5in	1	20
0.6	625	21
0.625	1	22
0.6666667	1	23
0.667	4	24
0.67	1	25
0.7	589	26
0.75	17	27
0.7g	1	28
0.8	614	29
0.9	615	30
00	6	31
00069134	1	32
009	2	33
00pm	2	34
01	927	35
02	1012	36
03	1012	37
04	950	38
05	1029	39
0575	4	40
06	1014	41
07	1043	42
08	1155	43
0880	3	44
08a	1	45
09	1074	46
09chip.html	1	47
0g	2	48
0pp	1	49
0r	4	50
0t5utkesuye	1	51
0tgt1vjoevy	2	52
0when	1	53
1	10172	54
1,000	3	55
1,046	2	56
1,068	1	57
1,15	1	58
1,2,3	3	59
1,2,3,4	1	60
1,2,4	1	61
1,283	1	62
1,300	1	63
1,330	1	64
1,492	1	65
1,493	1	66
1,500	4	67
1.0	1199	68
1.00	1	69
1.1	495	70
1.14	1	71
1.1lb	1	72
1.2	594	73
1.2.4.5	1	74
1.25	26	75
1.25g	1	76
1.2g	1	77
1.3	505	78
1.333	2	79
1.3333334	1	80
1.4	523	81
1.5	680	82
1.50	1	83
1.58	1	84
1.5c	3	85
1.5cm	4	86
1.5g	2	87
1.5t	1	88
1.5x	1	89
1.6	510	90
1.6666666	2	91
1.7	454	92
1.75	9	93
1.7mg	1	94
1.8	487	95
1.89	1	96
1.9	477	97
1.95	1	98
1.99	1	99
10	8676	100
10,000	4	101
10.0	198	102
10.00	1	103
10.1	164	104
10.2	140	105
10.3	127	106
10.4	144	107
10.49	1	108
10.5	154	109
10.5oz	1	110
10.6	157	111
10.7	125	112
10.8	126	113
10.9	136	114
100	10172	115
100.0	10	116
100.1	8	117
100.2	11	118
100.3	13	119
100.4	8	120
100.5	11	121
100.6	10	122
100.7	9	123
100.8	12	124
100.9	8	125
1000	17	126
1000.0	2	127
1000.2	1	128
1000.4	1	129
1000.8	2	130
100055	1	131
100071	1	132
1000g	2	133
1000mg	4	134
1000w	1	135
1001	8	136
1001.3	1	137
1001.5	1	138
1001.6	1	139
1001048	1	140
100186	1	141
1002	5	142
1002.8	1	143
1002.9	1	144
100215	1	145
100222	1	146
100227	1	147
100231	1	148
100298	1	149
1003	10	150
1003.6	1	151
10033	1	152
1003334	1	153
10035	1	154
100379	1	155
1004.2	1	156
1004.3	1	157
1004.5	1	158
1004.6	1	159
1004.7	1	160
100408	2	161
1004082	1	162
100449	1	163
100480	1	164
100484	1	165
1005	2	166
1005.2	1	167
1005.3	2	168
1005.4	1	169
100520	1	170
100526	1	171
10053	2	172
100549	4	173
10057.1	1	174
100575	1	175
1006.2	2	176
1006.3	1	177
1006.6	1	178
1006.7	1	179
1006.8	1	180
1006007	3	181
100646	1	182
1007	1	183
1007.1	1	184
1007.6	1	185
1007.8	3	186
100727	2	187
10074.7	1	188
100756	1	189
100798	1	190
1008	5	191
10080	1	192
100865	1	193
10088	2	194
1009	4	195
1009.5	2	196
1009160	1	197
100943	4	198
100945	1	199
10095	1	200
100988	1	201
100cal	1	202
100g	4	203
100ml	2	204
100th	2	205
101	185	206
101.0	9	207
101.1	7	208
101.2	14	209
101.3	11	210
101.4	11	211
101.5	6	212
101.6	3	213
101.7	7	214
101.8	7	215
101.9	6	216
1010	2	217
1010.8	2	218
101037	1	219
1011	1	220
1011.0	1	221
1011.2	2	222
1011.4	1	223
1011.5	2	224
