0	57
0.0	819
0.00	15
0.01	35
0.2	29
0.25	12
0.28	21
0.3	31
0.35	39
0.37	20
0.38	16
0.4	80
0.44	11
0.46	14
0.5	130
0.6	58
0.68	13
0.7	57
0.74	12
0.75	25
0.8	69
0.9	54
0.99	26
00	47
01	98
02	75
03	112
04	136
05	152
06	164
07	167
08	225
09	219
1	2282
1,000	69
1,029.98	17
1,049.00	17
1,099.00	15
1,099.95	12
1,099.99	15
1,124.95	25
1,129.98	19
1,199	17
1,199.00	38
1,200	11
1,280x720	27
1,280x800	14
1,299	20
1,333mhz	28
1,366x768	32
1,499.99	12
1,500	25
1,549.99	20
1,599.99	11
1,600mhz	39
1,600x900	15
1,732.42	26
1,899.00	15
1,920x1,080	73
1,999.00	10
1.0	65
1.1	60
1.2	56
1.25	18
1.3	122
1.32	11
1.4	60
1.44	13
1.5	179
1.5ghz	16
1.6	62
1.66	10
1.7	60
1.75	10
1.7ghz	22
1.8	64
1.8ghz	10
1.9	45
1.99	30
10	1058
10,000	10
10.0	84
10.1	42
10.3	17
10.4	35
10.5	25
10.6	21
10.7	15
10.8	16
10.9	10
10.99	18
100	313
100.00	11
1000	71
1000z	10
100base	20
100mbps	12
101	13
1024	18
105	10
105.99	11
1080	67
1080p	112
109.99	27
10x	15
11	709
11.4	14
11.6	14
11.7	27
11.99	25
110	18
117	13
119.00	16
119.99	45
12	829
12.4	10
12.5	14
12.95	18
12.99	35
120	69
1200	32
120hz	17
123.87	11
123.99	25
123securityproducts.com	13
125	20
127.99	11
128	39
12800	17
128gb	39
128mb	12
129	24
129.00	21
129.95	63
129.99	98
12tb	11
13	501
13.3	12
13.8	12
13.99	24
130	47
1366	22
137.99	13
139.00	11
139.99	41
1394	16
14	310
14.3	11
14.4	17
14.5	13
14.7	10
14.8	11
14.95	22
14.99	81
140	16
144.99	35
1440	10
149	23
149.00	37
149.95	31
149.99	190
15	479
15.00	13
15.2	13
15.6	47
15.7	11
15.99	23
150	93
1535	17
1535m	33
159.00	11
159.99	43
15z	12
16	378
16.2	11
16.5	18
16.7	15
16.9	12
16.99	27
160	30
1600	62
1600mhz	50
164.99	12
169.00	13
169.99	27
16gb	105
16tb	12
16x	15
17	168
17.3	13
17.6	10
17.99	19
170	21
179	12
179.00	20
179.99	57
18	308
18.89	14
18.99	29
180	43
186	10
189.99	11
19	184
19.95	45
19.99	222
1913	12
192.168.1.1	19
1920	65
193.49	24
1988	24
199	66
199.00	74
199.95	11
199.99	156
1994	50
1999	11
1gb	65
1ghz	10
1tb	87
1x	55
2	2113
2,000	17
2,079.98	20
2,079.99	30
2,499.00	13
2,560x1,440	11
2,719.99	16
2.0	276
2.1	78
2.19	11
2.2	62
2.25	13
2.3	105
2.36	12
2.4	123
2.40ghz	46
2.4ghz	59
2.5	394
2.5ghz	23
2.5mm	14
2.6	57
2.7	40
2.75	14
2.8	57
2.9	45
2.99	18
20	417
20.99	12
200	126
2000	312
20000	45
2001	19
2002	35
2003	89
2004	42
2005	49
2006	130
2007	131
2008	84
2009	78
2010	107
2011	212
2012	321
2013	461
204	11
204.55	12
209.99	11
21	203
21.5	17
21.99	17
210	14
219.99	15
21st	14
22	179
22.99	13
220	16
2270dw	11
229.00	12
229.99	35
23	137
23.99	27
230	22
232	16
239.99	11
24	270
24.00	10
24.95	26
24.99	58
240	21
2400	19
240hz	13
240x320	14
249	39
249.00	28
249.50	34
249.95	23
249.99	76
2495	17
24p	13
25	181
25.00	15
25.99	13
250	75
250gb	19
252.72	12
256	34
2560	16
256gb	31
26	132
26.99	36
2600	10
262,000	11
264	27
264.95	14
269.00	30
269.95	10
269.99	33
27	191
27.99	29
270	17
279.99	20
28	144
28.99	14
29	112
29.95	33
29.99	159
299	49
299.00	76
299.95	25
299.99	63
2d	62
2gb	73
2tb	49
2x	16
3	1435
3.0	693
3.1	45
3.15	10
3.2	77
3.3	47
3.4	54
3.5	1112
3.5mm	156
3.6	37
3.7	31
3.8	27
3.9	34
3.95	11
3.99	23
30	304
30.00	13
30.99	15
300	183
3000	30
300mbps	16
30fps	15
31	94
31.99	33
32	94
320	12
3200	20
320gb	12
320x240	22
320x480	17
3210m	12
323.82	15
329.99	15
32gb	113
32mb	14
33	14
330	24
3317u	17
34	16
34.99	54
3450	12
3450lm	11
349	10
349.00	14
349.99	40
3490	11
3490lmt	34
35	43
35.00	10
