144880
#term	doc freq	idx
0	673	0
0'005	6	1
0'0268	2	2
0'06	2	3
0'095	2	4
0'1574	2	5
0'34	2	6
0'40	2	7
0'45	2	8
0'54	2	9
0,0	2	10
0,00	1	11
0,0001	8	12
0,0002	1	13
0,0003	5	14
0,0005	4	15
0,0006	4	16
0,001	45	17
0,0012	2	18
0,002	19	19
0,003	8	20
0,004	1	21
0,005	12	22
0,006	4	23
0,0063	1	24
0,007	2	25
0,009	2	26
0,0091	2	27
0,0092	2	28
0,01	16	29
0,0104	1	30
0,014	3	31
0,018	2	32
0,019	2	33
0,02	23	34
0,022	2	35
0,024	2	36
0,026	2	37
0,027	8	38
0,03	12	39
0,034	1	40
0,036	6	41
0,037	2	42
0,038	1	43
0,04	18	44
0,0406	4	45
0,041	8	46
0,0414	1	47
0,045	1	48
0,0464	1	49
0,048	9	50
0,05	75	51
0,053	2	52
0,05306	2	53
0,05568	2	54
0,06	2	55
0,068	5	56
0,07	3	57
0,071	1	58
0,08	2	59
0,09	1	60
0,091	1	61
0,095	2	62
0,1	20	63
0,1,2	1	64
0,1,2,3	1	65
0,10	1	66
0,101	6	67
0,118	1	68
0,12	3	69
0,13	1	70
0,130	1	71
0,15	1	72
0,16	4	73
0,17	5	74
0,191	6	75
0,194	1	76
0,2	10	77
0,21	1	78
0,27	1	79
0,28	3	80
0,288	1	81
0,3	4	82
0,31	1	83
0,32	5	84
0,321	1	85
0,33	3	86
0,34	4	87
0,344	1	88
0,35	10	89
0,37	7	90
0,375	7	91
0,38	2	92
0,4	7	93
0,40	2	94
0,41	2	95
0,43	3	96
0,44	1	97
0,45	2	98
0,48	2	99
0,4969	3	100
0,498	1	101
0,5	26	102
0,5035	3	103
0,53	1	104
0,539	1	105
0,54	5	106
0,55	3	107
0,56	5	108
0,57	2	109
0,59	3	110
0,59º	1	111
0,6	4	112
0,60	9	113
0,61	12	114
0,62	11	115
0,63	9	116
0,64	7	117
0,65	16	118
0,66	9	119
0,67	3	120
0,68	9	121
0,683	1	122
0,69	1	123
0,6ppm	1	124
0,7	9	125
0,70	4	126
0,71	10	127
0,72	8	128
0,721	2	129
0,7269	2	130
0,73	12	131
0,731	1	132
0,74	9	133
0,75	11	134
0,754	1	135
0,76	1	136
0,762	3	137
0,77	13	138
0,78	4	139
0,79	3	140
