71032
#term	doc freq	idx
0	17	0
0.9	1	1
00	1	2
000	4	3
003	1	4
004	1	5
007	2	6
03	2	7
05	6	8
07	2	9
076	1	10
0898	1	11
1	229	12
1,000	1	13
1,000,000	1	14
1,2	2	15
1,2,3	3	16
1,2,3,4	3	17
1,2,3,4,5	1	18
1,500	1	19
1.0	2	20
1.1	1	21
1.3	2	22
10	55	23
10,000	2	24
100	23	25
100,000	5	26
1000	6	27
10011	1	28
100eme	2	29
101	12	30
103	2	31
10304	1	32
1040	1	33
105	3	34
10538	1	35
106	2	36
10885	1	37
10th	5	38
11	18	39
11.43	2	40
110	3	41
112	4	42
113	6	43
116th	1	44
118	1	45
118th	1	46
11am	1	47
11th	4	48
12	27	49
120	1	50
1200	2	51
125	2	52
1277	1	53
13	20	54
130	2	55
1349	1	56
134th	1	57
135th	1	58
139th	1	59
13th	5	60
14	16	61
140	1	62
1400	2	63
140th	1	64
141st	1	65
142nd	1	66
144	1	67
144,000	1	68
145	1	69
1450	1	70
145th	1	71
1492	1	72
14k	1	73
14th	3	74
15	28	75
150	1	76
151	1	77
151st	1	78
1597	1	79
15th	1	80
16	21	81
1625	1	82
1628	1	83
1642	1	84
1647	1	85
1670	1	86
16s	1	87
16th	1	88
17	12	89
1700	1	90
1714	1	91
17304	1	92
17th	2	93
18	15	94
180	2	95
1812	1	96
182	4	97
183rd	1	98
1850	1	99
187	6	100
1877	1	101
1882	1	102
1884	1	103
1890	2	104
1893	1	105
18th	1	106
19	9	107
190	4	108
1909	2	109
1913	1	110
1914	1	111
1923	1	112
1928	1	113
1929	1	114
1930	1	115
1934	1	116
1935	1	117
1944	2	118
1948	1	119
1950	2	120
1954	3	121
1955	2	122
1956	1	123
1958	2	124
1959	1	125
1960	1	126
1961	1	127
1964	2	128
1967	1	129
1968	1	130
1970	2	131
1971	2	132
1972	1	133
1979	2	134
1980	1	135
1981	1	136
1982	4	137
1983	1	138
1986	4	139
1987	2	140
1988	4	141
1989	1	142
1990	1	143
1991	2	144
1993	1	145
1995	1	146
1996	4	147
1997	13	148
1999	3	149
19e	1	150
1a	1	151
1st	11	152
1x	4	153
2	334	154
2,000	1	155
2,3	1	156
2.7	1	157
2.8	1	158
20	43	159
200	10	160
200,000	1	161
2000	14	162
